est_method,cp_time,dets,error,habitat
knn,35,254,17,2
knn,35,201,95,1
knn,35,201,33,1
knn,35,201,75,1
knn,35,233,85,1
knn,35,233,0,1
knn,35,233,33,1
knn,35,205,8,5
knn,35,205,45,5
knn,35,205,30,5
knn,35,237,33,5
knn,35,237,30,5
knn,35,237,19,5
knn,35,178,49,5
knn,35,178,42,5
knn,35,178,71,5
knn,35,291,83,2
knn,35,291,69,2
knn,35,291,84,2
knn,35,287,34,3
knn,35,287,71,3
knn,35,287,82,3
knn,35,266,25,2
knn,35,266,25,2
knn,35,266,136,2
knn,35,254,167,3
knn,35,254,8,3
knn,35,254,17,3
knn,35,290,17,3
knn,35,290,37,3
knn,35,290,12,3
knn,35,343,26,3
knn,35,343,17,3
knn,35,343,41,3
knn,35,280,19,4
knn,35,280,35,4
knn,35,280,34,4
knn,35,320,25,2
knn,35,320,30,2
knn,35,320,24,2
knn,35,275,8,4
knn,35,275,0,4
knn,35,275,37,4
knn,35,291,8,5
knn,35,291,34,5
knn,35,291,26,5
knn,35,296,132,5
knn,35,296,33,5
knn,35,296,19,5
knn,35,255,172,4
knn,35,255,33,4
knn,35,255,148,4
knn,35,281,79,3
knn,35,281,60,3
knn,35,281,24,3
knn,35,301,25,3
knn,35,301,51,3
knn,35,301,17,3
knn,35,225,34,2
knn,35,225,71,2
knn,35,225,8,2
knn,35,289,37,2
knn,35,289,42,2
knn,35,289,51,2
knn,35,308,50,1
knn,35,308,24,1
knn,35,308,53,1
knn,35,259,12,3
knn,35,259,35,3
knn,35,259,19,3
knn,35,283,19,3
knn,35,283,61,3
knn,35,283,12,3
knn,35,325,30,1
knn,35,325,51,1
knn,35,325,12,1
knn,35,735,41,2
knn,35,735,67,2
knn,35,735,30,2
knn,35,276,19,2
knn,35,276,35,2
knn,35,276,37,2
knn,35,310,19,1
knn,35,310,19,1
knn,35,310,19,1
knn,35,339,19,3
knn,35,339,19,3
knn,35,339,19,3
knn,35,284,17,3
knn,35,284,17,3
knn,35,284,34,3
knn,35,304,17,2
knn,35,304,90,2
knn,35,304,24,2
knn,35,339,8,2
knn,35,339,37,2
knn,35,339,12,2
knn,35,338,12,4
knn,35,338,25,4
knn,35,338,25,4
knn,35,273,26,4
knn,35,273,59,4
knn,35,273,17,4
knn,35,249,24,4
knn,35,249,42,4
knn,35,249,37,4
knn,35,271,17,2
knn,35,271,30,2
knn,35,271,24,2
knn,35,309,45,2
knn,35,309,8,2
knn,35,309,33,2
knn,35,300,50,4
knn,35,300,26,4
knn,35,300,34,4
knn,35,267,56,2
knn,35,267,37,2
knn,35,267,35,2
knn,35,522,29,2
knn,35,522,33,2
knn,35,522,17,2
knn,35,561,41,2
knn,35,561,42,2
knn,35,561,37,2
knn,35,241,105,5
knn,35,241,42,5
knn,35,241,59,5
knn,35,241,34,5
knn,35,241,25,5
knn,35,241,35,5
knn,35,164,69,4
knn,35,164,35,4
knn,35,164,37,4
knn,35,334,49,4
knn,35,334,35,4
knn,35,334,12,4
knn,35,283,75,4
knn,35,283,19,4
knn,35,283,53,4
knn,35,590,53,4
knn,35,590,60,4
knn,35,590,53,4
knn,35,273,56,4
knn,35,273,26,4
knn,35,273,85,4
knn,35,212,389,3
knn,35,212,33,3
knn,35,212,30,3
knn,35,267,119,3
knn,35,267,19,3
knn,35,267,24,3
knn,35,325,45,3
knn,35,325,17,3
knn,35,325,45,3
knn,35,330,34,3
knn,35,330,24,3
knn,35,330,24,3
knn,35,179,132,5
knn,35,179,35,5
knn,35,179,24,5
knn,35,310,75,4
knn,35,310,17,4
knn,35,310,42,4
knn,35,329,67,3
knn,35,329,37,3
knn,35,329,12,3
knn,35,299,108,3
knn,35,299,17,3
knn,35,299,17,3
knn,35,342,60,3
knn,35,342,12,3
knn,35,342,35,3
knn,35,354,17,4
knn,35,354,25,4
knn,35,354,25,4
knn,35,278,56,2
knn,35,278,17,2
knn,35,278,24,2
knn,35,274,56,2
knn,35,274,34,2
knn,35,274,51,2
knn,35,260,42,2
knn,35,260,30,2
knn,35,260,71,2
knn,35,298,42,4
knn,35,298,42,4
knn,35,298,34,4
knn,35,299,42,1
knn,35,299,45,1
knn,35,299,30,1
knn,35,255,53,2
knn,35,255,45,2
knn,35,255,45,2
knn,35,203,33,2
knn,35,203,37,2
knn,35,203,33,2
knn,35,249,30,2
knn,35,249,42,2
knn,35,249,24,2
knn,35,321,42,2
knn,35,321,30,2
knn,35,321,65,2
knn,35,337,18,2
knn,35,337,26,2
knn,35,337,56,2
knn,35,330,42,2
knn,35,330,30,2
knn,35,330,108,2
knn,35,254,53,2
knn,35,254,59,2
knn,35,254,83,2
knn,35,256,49,2
knn,35,256,42,2
knn,35,256,100,2
knn,35,313,25,2
knn,35,313,25,2
knn,35,313,51,2
knn,35,352,34,2
knn,35,352,25,2
knn,35,352,67,2
knn,35,338,47,2
knn,35,338,19,2
knn,35,338,60,2
knn,35,259,291,1
knn,35,259,42,1
knn,35,259,37,1
knn,35,342,56,2
knn,35,342,19,2
knn,35,342,19,2
knn,35,354,18,4
knn,35,354,12,4
knn,35,354,12,4
knn,35,361,45,2
knn,35,361,35,2
knn,35,361,17,2
knn,35,379,45,2
knn,35,379,34,2
knn,35,379,26,2
knn,35,365,12,3
knn,35,365,19,3
knn,35,365,9,3
knn,35,357,42,3
knn,35,357,19,3
knn,35,357,17,3
knn,35,247,37,3
knn,35,247,33,3
knn,35,247,35,3
knn,35,337,61,1
knn,35,337,47,1
knn,35,337,51,1
knn,35,278,17,1
knn,35,278,23,1
knn,35,278,53,1
knn,35,322,50,3
knn,35,322,16,3
knn,35,322,26,3
knn,35,324,24,1
knn,35,324,19,1
knn,35,324,34,1
knn,35,239,30,4
knn,35,239,17,4
knn,35,239,12,4
knn,35,269,24,4
knn,35,269,26,4
knn,35,269,33,4
knn,35,264,8,4
knn,35,264,8,4
knn,35,264,33,4
knn,35,277,12,2
knn,35,277,19,2
knn,35,277,56,2
knn,35,353,19,5
knn,35,353,61,5
knn,35,353,42,5
knn,35,367,35,2
knn,35,367,42,2
knn,35,367,67,2
knn,35,351,33,2
knn,35,351,71,2
knn,35,351,42,2
knn,35,384,19,2
knn,35,384,12,2
knn,35,384,91,2
knn,35,327,8,2
knn,35,327,53,2
knn,35,327,19,2
knn,35,341,24,2
knn,35,341,200,2
knn,35,341,17,2
knn,35,418,53,2
knn,35,418,26,2
knn,35,418,19,2
knn,35,394,26,2
knn,35,394,30,2
knn,35,394,42,2
knn,35,430,16,2
knn,35,430,12,2
knn,35,430,24,2
knn,35,364,17,4
knn,35,364,35,4
knn,35,364,24,4
knn,35,369,17,3
knn,35,369,42,3
knn,35,369,35,3
knn,35,419,17,3
knn,35,419,34,3
knn,35,419,17,3
knn,35,323,50,3
knn,35,323,56,3
knn,35,323,18,3
knn,35,331,30,3
knn,35,331,26,3
knn,35,331,30,3
knn,35,326,17,3
knn,35,326,30,3
knn,35,326,34,3
knn,35,352,34,3
knn,35,352,34,3
knn,35,352,19,3
knn,35,315,24,1
knn,35,315,35,1
knn,35,315,8,1
knn,35,307,34,1
knn,35,307,12,1
knn,35,307,17,1
knn,35,365,75,2
knn,35,365,26,2
knn,35,365,8,2
knn,35,225,92,5
knn,35,225,24,5
knn,35,225,49,5
knn,35,229,60,5
knn,35,229,25,5
knn,35,229,12,5
knn,35,225,102,5
knn,35,225,26,5
knn,35,225,12,5
knn,35,282,77,4
knn,35,282,17,4
knn,35,282,42,4
knn,35,319,53,3
knn,35,319,17,3
knn,35,319,12,3
knn,35,338,35,4
knn,35,338,24,4
knn,35,338,30,4
knn,35,310,113,2
knn,35,310,25,2
knn,35,310,12,2
knn,35,366,77,2
knn,35,366,30,2
knn,35,366,47,2
knn,35,290,208,4
knn,35,290,48,4
knn,35,290,37,4
knn,35,369,17,3
knn,35,369,34,3
knn,35,369,56,3
knn,35,287,112,2
knn,35,287,45,2
knn,35,287,17,2
knn,35,268,42,2
knn,35,268,26,2
knn,35,268,12,2
knn,35,332,111,3
knn,35,332,65,3
knn,35,332,33,3
knn,35,281,108,3
knn,35,281,12,3
knn,35,281,19,3
knn,35,232,35,2
knn,35,232,30,2
knn,35,232,24,2
knn,35,262,25,2
knn,35,262,51,2
knn,35,262,8,2
knn,35,343,35,3
knn,35,343,30,3
knn,35,343,30,3
knn,35,247,24,4
knn,35,247,37,4
knn,35,247,12,4
knn,35,237,17,4
knn,35,237,60,4
knn,35,237,27,4
knn,35,285,8,4
knn,35,285,88,4
knn,35,285,50,4
knn,35,300,26,3
knn,35,300,17,3
knn,35,300,25,3
knn,35,344,17,3
knn,35,344,67,3
knn,35,344,23,3
knn,35,310,0,2
knn,35,310,0,2
knn,35,310,17,2
knn,35,422,19,3
knn,35,422,17,3
knn,35,422,19,3
knn,35,301,75,3
knn,35,301,37,3
knn,35,301,69,3
knn,35,349,12,3
knn,35,349,71,3
knn,35,349,17,3
knn,35,307,53,2
knn,35,307,37,2
knn,35,307,95,2
knn,35,303,50,2
knn,35,303,19,2
knn,35,303,17,2
knn,35,172,19,3
knn,35,172,24,3
knn,35,172,26,3
knn,35,264,33,3
knn,35,264,138,3
knn,35,264,42,3
knn,35,247,37,1
knn,35,247,33,1
knn,35,247,34,1
knn,35,178,34,4
knn,35,178,37,4
knn,35,178,67,4
knn,35,337,56,3
knn,35,337,24,3
knn,35,337,8,3
knn,35,229,53,4
knn,35,229,65,4
knn,35,229,17,4
knn,35,291,42,4
knn,35,291,75,4
knn,35,291,30,4
knn,35,295,24,4
knn,35,295,118,4
knn,35,295,17,4
knn,35,288,30,4
knn,35,288,24,4
knn,35,288,30,4
knn,35,287,30,3
knn,35,287,30,3
knn,35,287,35,3
knn,35,362,19,3
knn,35,362,24,3
knn,35,362,24,3
knn,35,365,30,3
knn,35,365,17,3
knn,35,365,26,3
knn,35,307,63,3
knn,35,307,56,3
knn,35,307,25,3
knn,35,341,53,3
knn,35,341,18,3
knn,35,341,26,3
knn,35,329,43,3
knn,35,329,19,3
knn,35,329,17,3
knn,35,348,18,2
knn,35,348,136,2
knn,35,348,50,2
knn,35,286,30,3
knn,35,286,42,3
knn,35,286,8,3
knn,35,355,26,4
knn,35,355,67,4
knn,35,355,12,4
knn,35,330,48,3
knn,35,330,8,3
knn,35,330,35,3
knn,35,292,47,3
knn,35,292,19,3
knn,35,292,19,3
knn,35,230,30,3
knn,35,230,17,3
knn,35,230,59,3
knn,35,317,83,3
knn,35,317,24,3
knn,35,317,37,3
knn,35,296,8,1
knn,35,296,26,1
knn,35,296,12,1
knn,35,310,63,1
knn,35,310,75,1
knn,35,310,79,1
knn,35,216,53,4
knn,35,216,26,4
knn,35,216,26,4
knn,35,320,26,1
knn,35,320,26,1
knn,35,320,18,1
knn,35,334,45,4
knn,35,334,26,4
knn,35,334,12,4
knn,35,365,31,3
knn,35,365,59,3
knn,35,365,56,3
knn,35,343,37,3
knn,35,343,60,3
knn,35,343,89,3
knn,35,362,30,3
knn,35,362,34,3
knn,35,362,59,3
knn,35,331,37,3
knn,35,331,100,3
knn,35,331,8,3
knn,35,340,35,2
knn,35,340,42,2
knn,35,340,24,2
knn,35,378,26,1
knn,35,378,26,1
knn,35,378,26,1
knn,35,386,19,1
knn,35,386,17,1
knn,35,386,25,1
knn,35,309,18,2
knn,35,309,17,2
knn,35,309,83,2
knn,35,339,37,1
knn,35,339,37,1
knn,35,339,12,1
knn,35,421,50,2
knn,35,421,60,2
knn,35,421,53,2
knn,35,321,51,2
knn,35,321,109,2
knn,35,321,26,2
knn,35,259,56,2
knn,35,259,82,2
knn,35,259,35,2
knn,35,344,17,1
knn,35,344,17,1
knn,35,344,26,1
knn,35,250,47,1
knn,35,250,35,1
knn,35,250,35,1
knn,35,197,35,4
knn,35,197,34,4
knn,35,197,41,4
knn,35,272,8,4
knn,35,272,8,4
knn,35,272,26,4
knn,35,193,34,4
knn,35,193,61,4
knn,35,193,12,4
knn,35,212,19,5
knn,35,212,34,5
knn,35,212,34,5
knn,35,331,51,4
knn,35,331,49,4
knn,35,331,42,4
knn,35,279,42,2
knn,35,279,42,2
knn,35,279,681,2
knn,35,176,25,3
knn,35,176,25,3
knn,35,176,23,3
knn,35,442,53,4
knn,35,442,30,4
knn,35,442,64,4
knn,35,450,24,4
knn,35,450,37,4
knn,35,450,64,4
knn,35,330,12,4
knn,35,330,37,4
knn,35,330,37,4
knn,35,218,25,4
knn,35,218,30,4
knn,35,218,25,4
knn,35,411,24,5
knn,35,411,51,5
knn,35,411,34,5
knn,35,473,42,4
knn,35,473,58,4
knn,35,473,84,4
knn,35,546,17,4
knn,35,546,26,4
knn,35,546,92,4
knn,35,317,17,4
knn,35,317,30,4
knn,35,317,12,4
knn,35,324,56,4
knn,35,324,34,4
knn,35,324,12,4
knn,35,269,61,3
knn,35,269,37,3
knn,35,269,171,3
knn,35,334,51,3
knn,35,334,51,3
knn,35,334,33,3
knn,35,243,48,1
knn,35,243,48,1
knn,35,243,30,1
knn,35,288,19,3
knn,35,288,103,3
knn,35,288,30,3
knn,35,242,37,4
knn,35,242,37,4
knn,35,242,59,4
knn,35,356,53,1
knn,35,356,34,1
knn,35,356,74,1
knn,35,263,67,1
knn,35,263,66,1
knn,35,263,37,1
knn,35,293,11,2
knn,35,293,19,2
knn,35,293,47,2
knn,35,165,17,2
knn,35,165,24,2
knn,35,165,30,2
knn,35,214,0,4
knn,35,214,45,4
knn,35,214,19,4
knn,35,234,12,4
knn,35,234,33,4
knn,35,234,12,4
knn,35,209,8,1
knn,35,209,8,1
knn,35,209,8,1
knn,35,302,8,1
knn,35,302,18,1
knn,35,302,25,1
knn,35,228,19,4
knn,35,228,34,4
knn,35,228,103,4
knn,35,148,26,4
knn,35,148,61,4
knn,35,148,19,4
knn,35,228,25,4
knn,35,228,19,4
knn,35,228,12,4
knn,35,219,45,4
knn,35,219,24,4
knn,35,219,19,4
knn,35,208,34,4
knn,35,208,24,4
knn,35,208,25,4
knn,35,180,17,1
knn,35,180,618,1
knn,35,180,42,1
knn,35,167,53,4
knn,35,167,37,4
knn,35,167,53,4
knn,35,209,42,4
knn,35,209,19,4
knn,35,209,60,4
knn,35,159,50,4
knn,35,159,24,4
knn,35,159,24,4
knn,35,224,12,1
knn,35,224,17,1
knn,35,224,17,1
knn,35,246,26,1
knn,35,246,37,1
knn,35,246,30,1
knn,35,211,50,4
knn,35,211,50,4
knn,35,211,50,4
knn,35,207,25,4
knn,35,207,17,4
knn,35,207,17,4
knn,35,159,16,4
knn,35,159,12,4
knn,35,159,17,4
knn,35,208,12,4
knn,35,208,50,4
knn,35,208,17,4
knn,35,250,33,4
knn,35,250,75,4
knn,35,250,75,4
knn,40,169,41,4
knn,40,169,37,4
knn,40,169,19,4
knn,40,207,59,5
knn,40,207,77,5
knn,40,207,75,5
knn,40,223,86,5
knn,40,223,42,5
knn,40,223,109,5
knn,40,210,59,4
knn,40,210,71,4
knn,40,210,59,4
knn,40,134,42,4
knn,40,134,35,4
knn,40,134,30,4
knn,40,119,82,4
knn,40,119,33,4
knn,40,119,60,4
knn,40,174,89,4
knn,40,174,95,4
knn,40,174,56,4
knn,40,148,34,4
knn,40,148,33,4
knn,40,148,26,4
knn,40,152,19,4
knn,40,152,34,4
knn,40,152,83,4
knn,40,149,30,4
knn,40,149,45,4
knn,40,149,12,4
knn,40,201,26,4
knn,40,201,71,4
knn,40,201,26,4
knn,40,146,42,4
knn,40,146,30,4
knn,40,146,8,4
knn,40,140,35,4
knn,40,140,34,4
knn,40,140,56,4
knn,40,180,51,3
knn,40,180,35,3
knn,40,180,43,3
knn,40,176,0,3
knn,40,176,25,3
knn,40,176,30,3
knn,40,167,12,3
knn,40,167,17,3
knn,40,167,8,3
knn,40,238,42,4
knn,40,238,48,4
knn,40,238,34,4
knn,40,173,42,1
knn,40,173,61,1
knn,40,173,34,1
knn,40,196,19,4
knn,40,196,26,4
knn,40,196,53,4
knn,40,262,8,4
knn,40,262,42,4
knn,40,262,23,4
knn,40,298,26,4
knn,40,298,26,4
knn,40,298,17,4
knn,40,119,37,4
knn,40,119,67,4
knn,40,119,67,4
knn,40,114,42,4
knn,40,114,133,4
knn,40,114,0,4
knn,40,116,47,4
knn,40,116,150,4
knn,40,116,92,4
knn,40,106,26,3
knn,40,106,85,3
knn,40,106,34,3
knn,40,87,8,3
knn,40,87,34,3
knn,40,87,25,3
knn,40,115,71,3
knn,40,115,75,3
knn,40,115,37,3
knn,40,83,24,3
knn,40,83,37,3
knn,40,83,37,3
knn,40,135,56,4
knn,40,135,82,4
knn,40,135,69,4
knn,40,132,17,3
knn,40,132,17,3
knn,40,132,17,3
knn,40,178,26,4
knn,40,178,30,4
knn,40,178,0,4
knn,40,177,37,4
knn,40,177,35,4
knn,40,177,37,4
knn,40,219,34,4
knn,40,219,49,4
knn,40,219,45,4
knn,40,153,65,4
knn,40,153,105,4
knn,40,153,87,4
knn,40,158,53,4
knn,40,158,67,4
knn,40,158,12,4
knn,40,219,53,3
knn,40,219,100,3
knn,40,219,75,3
knn,40,118,35,3
knn,40,118,53,3
knn,40,118,42,3
knn,40,126,42,3
knn,40,126,42,3
knn,40,126,43,3
knn,40,204,24,5
knn,40,204,56,5
knn,40,204,117,5
knn,40,132,37,5
knn,40,132,42,5
knn,40,132,24,5
knn,40,113,34,4
knn,40,113,59,4
knn,40,113,51,4
knn,40,116,19,4
knn,40,116,37,4
knn,40,116,75,4
knn,40,134,8,4
knn,40,134,59,4
knn,40,134,26,4
knn,40,188,24,1
knn,40,188,64,1
knn,40,188,34,1
knn,40,84,17,4
knn,40,84,8,4
knn,40,84,17,4
knn,40,110,37,4
knn,40,110,24,4
knn,40,110,37,4
knn,40,149,93,5
knn,40,149,17,5
knn,40,149,8,5
knn,40,147,51,4
knn,40,147,0,4
knn,40,147,51,4
knn,40,129,75,4
knn,40,129,33,4
knn,40,129,17,4
knn,40,128,100,4
knn,40,128,19,4
knn,40,128,87,4
knn,40,202,45,1
knn,40,202,8,1
knn,40,202,42,1
knn,40,200,64,5
knn,40,200,60,5
knn,40,200,75,5
knn,40,147,79,5
knn,40,147,45,5
knn,40,147,51,5
knn,40,220,61,5
knn,40,220,8,5
knn,40,220,37,5
knn,40,154,106,5
knn,40,154,49,5
knn,40,154,24,5
knn,40,153,142,5
knn,40,153,42,5
knn,40,153,33,5
knn,40,139,111,5
knn,40,139,19,5
knn,40,139,35,5
knn,40,234,19,2
knn,40,234,109,2
knn,40,234,50,2
knn,40,162,75,4
knn,40,162,59,4
knn,40,162,17,4
knn,40,138,17,4
knn,40,138,24,4
knn,40,138,8,4
knn,40,127,8,4
knn,40,127,26,4
knn,40,127,26,4
knn,40,112,37,4
knn,40,112,53,4
knn,40,112,53,4
knn,40,186,34,4
knn,40,186,24,4
knn,40,186,37,4
knn,40,178,8,4
knn,40,178,8,4
knn,40,178,8,4
knn,40,215,58,4
knn,40,215,51,4
knn,40,215,51,4
knn,40,211,12,2
knn,40,211,65,2
knn,40,211,51,2
knn,40,234,34,4
knn,40,234,53,4
knn,40,234,37,4
knn,40,178,12,4
knn,40,178,77,4
knn,40,178,82,4
knn,40,216,8,4
knn,40,216,60,4
knn,40,216,19,4
knn,40,238,26,3
knn,40,238,77,3
knn,40,238,12,3
knn,40,233,42,2
knn,40,233,61,2
knn,40,233,34,2
knn,40,202,93,2
knn,40,202,72,2
knn,40,202,65,2
knn,40,150,53,2
knn,40,150,56,2
knn,40,150,24,2
knn,40,151,45,3
knn,40,151,19,3
knn,40,151,65,3
knn,40,172,42,4
knn,40,172,156,4
knn,40,172,51,4
knn,40,124,124,3
knn,40,124,130,3
knn,40,124,108,3
knn,40,274,53,5
knn,40,274,75,5
knn,40,274,26,5
knn,40,105,49,4
knn,40,105,77,4
knn,40,105,60,4
knn,40,128,37,4
knn,40,128,61,4
knn,40,128,79,4
knn,40,150,26,4
knn,40,150,25,4
knn,40,150,12,4
knn,40,145,60,4
knn,40,145,72,4
knn,40,145,59,4
knn,40,228,26,3
knn,40,228,24,3
knn,40,228,26,3
knn,40,218,25,5
knn,40,218,17,5
knn,40,218,17,5
knn,40,217,37,4
knn,40,217,51,4
knn,40,217,12,4
knn,40,244,26,4
knn,40,244,42,4
knn,40,244,8,4
knn,40,213,37,5
knn,40,213,51,5
knn,40,213,77,5
knn,40,235,17,4
knn,40,235,93,4
knn,40,235,8,4
knn,40,285,37,5
knn,40,285,95,5
knn,40,285,37,5
knn,40,299,26,5
knn,40,299,79,5
knn,40,299,17,5
knn,40,216,26,5
knn,40,216,53,5
knn,40,216,60,5
knn,40,180,50,5
knn,40,180,86,5
knn,40,180,34,5
knn,40,137,42,5
knn,40,137,89,5
knn,40,137,51,5
knn,40,196,34,4
knn,40,196,127,4
knn,40,196,24,4
knn,40,114,45,4
knn,40,114,146,4
knn,40,114,26,4
knn,40,255,104,5
knn,40,255,77,5
knn,40,255,108,5
knn,40,147,112,5
knn,40,147,53,5
knn,40,147,53,5
knn,40,140,97,5
knn,40,140,45,5
knn,40,140,90,5
knn,40,170,37,4
knn,40,170,100,4
knn,40,170,67,4
knn,40,158,59,4
knn,40,158,12,4
knn,40,158,71,4
knn,40,154,85,5
knn,40,154,42,5
knn,40,154,85,5
knn,40,210,34,4
knn,40,210,56,4
knn,40,210,61,4
knn,40,205,71,5
knn,40,205,50,5
knn,40,205,50,5
knn,40,218,16,5
knn,40,218,17,5
knn,40,218,37,5
knn,40,186,176,5
knn,40,186,34,5
knn,40,186,45,5
knn,40,276,60,4
knn,40,276,17,4
knn,40,276,50,4
knn,40,299,86,5
knn,40,299,53,5
knn,40,299,12,5
knn,40,264,71,5
knn,40,264,49,5
knn,40,264,59,5
knn,40,300,137,4
knn,40,300,24,4
knn,40,300,132,4
knn,40,339,63,4
knn,40,339,23,4
knn,40,339,24,4
knn,40,236,118,4
knn,40,236,23,4
knn,40,236,129,4
knn,40,245,149,4
knn,40,245,17,4
knn,40,245,65,4
knn,40,170,153,4
knn,40,170,65,4
knn,40,170,59,4
knn,40,175,83,4
knn,40,175,17,4
knn,40,175,142,4
knn,40,141,142,4
knn,40,141,45,4
knn,40,141,53,4
knn,40,143,65,4
knn,40,143,83,4
knn,40,143,154,4
knn,40,162,124,4
knn,40,162,26,4
knn,40,162,125,4
knn,40,275,26,3
knn,40,275,63,3
knn,40,275,101,3
knn,40,196,61,4
knn,40,196,136,4
knn,40,196,132,4
knn,40,193,60,4
knn,40,193,95,4
knn,40,193,106,4
knn,40,186,19,4
knn,40,186,100,4
knn,40,186,102,4
knn,40,142,42,1
knn,40,142,12,1
knn,40,142,56,1
knn,40,379,50,4
knn,40,379,33,4
knn,40,379,25,4
knn,40,421,30,5
knn,40,421,67,5
knn,40,421,26,5
knn,40,385,42,4
knn,40,385,33,4
knn,40,385,50,4
knn,40,469,26,4
knn,40,469,45,4
knn,40,469,49,4
knn,40,208,115,4
knn,40,208,77,4
knn,40,208,50,4
knn,40,426,12,5
knn,40,426,25,5
knn,40,426,26,5
knn,40,506,26,5
knn,40,506,26,5
knn,40,506,17,5
knn,40,300,49,4
knn,40,300,25,4
knn,40,300,146,4
knn,40,221,42,3
knn,40,221,56,3
knn,40,221,109,3
knn,40,214,12,4
knn,40,214,41,4
knn,40,214,8,4
knn,40,252,26,4
knn,40,252,59,4
knn,40,252,101,4
knn,40,203,37,4
knn,40,203,59,4
knn,40,203,87,4
knn,40,192,129,3
knn,40,192,49,3
knn,40,192,106,3
knn,40,205,19,4
knn,40,205,136,4
knn,40,205,105,4
knn,40,207,16,4
knn,40,207,137,4
knn,40,207,202,4
knn,40,244,24,4
knn,40,244,101,4
knn,40,244,179,4
knn,40,191,24,4
knn,40,191,142,4
knn,40,191,119,4
knn,40,211,155,4
knn,40,211,90,4
knn,40,211,34,4
knn,40,242,171,4
knn,40,242,26,4
knn,40,242,47,4
knn,40,212,116,5
knn,40,212,19,5
knn,40,212,67,5
knn,40,223,106,5
knn,40,223,25,5
knn,40,223,37,5
knn,40,209,48,5
knn,40,209,42,5
knn,40,209,69,5
knn,40,183,41,4
knn,40,183,34,4
knn,40,183,67,4
knn,40,303,142,4
knn,40,303,53,4
knn,40,303,35,4
knn,40,138,142,5
knn,40,138,34,5
knn,40,138,271,5
knn,40,238,153,4
knn,40,238,0,4
knn,40,238,35,4
knn,40,221,146,4
knn,40,221,53,4
knn,40,221,42,4
knn,40,296,160,5
knn,40,296,25,5
knn,40,296,43,5
knn,40,271,146,4
knn,40,271,26,4
knn,40,271,43,4
knn,40,230,148,4
knn,40,230,25,4
knn,40,230,90,4
knn,40,234,148,4
knn,40,234,37,4
knn,40,234,53,4
knn,40,239,155,4
knn,40,239,37,4
knn,40,239,42,4
knn,40,221,236,4
knn,40,221,61,4
knn,40,221,56,4
knn,40,231,210,4
knn,40,231,37,4
knn,40,231,23,4
knn,40,192,179,5
knn,40,192,42,5
knn,40,192,19,5
knn,40,213,49,4
knn,40,213,67,4
knn,40,213,72,4
knn,40,138,26,4
knn,40,138,166,4
knn,40,138,35,4
knn,40,184,26,4
knn,40,184,19,4
knn,40,184,8,4
knn,40,150,19,2
knn,40,150,86,2
knn,40,150,23,2
knn,40,225,24,2
knn,40,225,53,2
knn,40,225,26,2
knn,40,168,50,4
knn,40,168,61,4
knn,40,168,37,4
knn,40,167,24,4
knn,40,167,50,4
knn,40,167,30,4
knn,40,217,19,4
knn,40,217,12,4
knn,40,217,25,4
knn,40,292,34,4
knn,40,292,17,4
knn,40,292,17,4
knn,40,239,12,4
knn,40,239,19,4
knn,40,239,130,4
knn,40,284,90,4
knn,40,284,19,4
knn,40,284,58,4
knn,40,194,58,4
knn,40,194,34,4
knn,40,194,24,4
knn,40,269,47,4
knn,40,269,30,4
knn,40,269,47,4
knn,40,239,42,4
knn,40,239,53,4
knn,40,239,111,4
knn,40,274,30,4
knn,40,274,51,4
knn,40,274,110,4
knn,40,270,42,4
knn,40,270,42,4
knn,40,270,49,4
knn,40,190,19,4
knn,40,190,160,4
knn,40,190,30,4
knn,40,219,67,4
knn,40,219,61,4
knn,40,219,42,4
knn,40,135,101,4
knn,40,135,157,4
knn,40,135,129,4
knn,40,162,79,4
knn,40,162,93,4
knn,40,162,97,4
knn,40,363,12,3
knn,40,363,47,3
knn,40,363,19,3
knn,40,257,17,4
knn,40,257,37,4
knn,40,257,19,4
knn,40,342,8,4
knn,40,342,8,4
knn,40,342,42,4
knn,40,278,42,2
knn,40,278,51,2
knn,40,278,34,2
knn,40,289,19,2
knn,40,289,26,2
knn,40,289,43,2
knn,40,266,37,2
knn,40,266,56,2
knn,40,266,60,2
knn,40,355,25,2
knn,40,355,51,2
knn,40,355,51,2
knn,40,297,26,4
knn,40,297,26,4
knn,40,297,34,4
knn,40,348,37,4
knn,40,348,17,4
knn,40,348,12,4
knn,40,319,26,4
knn,40,319,17,4
knn,40,319,17,4
knn,40,391,34,3
knn,40,391,17,3
knn,40,391,17,3
knn,40,424,19,3
knn,40,424,19,3
knn,40,424,19,3
knn,40,326,59,4
knn,40,326,17,4
knn,40,326,37,4
knn,40,412,34,4
knn,40,412,34,4
knn,40,412,35,4
knn,40,393,49,4
knn,40,393,12,4
knn,40,393,69,4
knn,40,348,24,4
knn,40,348,34,4
knn,40,348,34,4
knn,40,351,25,4
knn,40,351,56,4
knn,40,351,56,4
knn,40,321,17,3
knn,40,321,49,3
knn,40,321,26,3
knn,40,391,8,3
knn,40,391,37,3
knn,40,391,43,3
knn,40,330,19,4
knn,40,330,17,4
knn,40,330,17,4
knn,40,295,34,5
knn,40,295,53,5
knn,40,295,53,5
knn,40,348,19,5
knn,40,348,24,5
knn,40,348,42,5
knn,40,269,35,4
knn,40,269,61,4
knn,40,269,24,4
knn,40,266,42,4
knn,40,266,19,4
knn,40,266,8,4
knn,40,406,30,4
