est_method,nodes,tag,x,y,x_est,y_est,cp,error,node_count
ml,even,34191E2A,186084.5897427598,447748.6969007288,186044.0779343972,447786.3911552075,O_3,55.33591453576776,2
ml,even,33344C34,186084.5897427598,447748.6969007288,186057.52372884328,447748.9804930799,O_3,27.06749958807442,2
ml,even,4C1E4B2A,186084.5897427598,447748.6969007288,186046.0415491123,447780.9277272271,O_3,50.24728261556512,2
ml,even,34191E2A,186085.41057051587,447773.6797148488,186053.93089289253,447758.9769546868,O_2,34.7439384591183,2
ml,even,4C1E4B2A,186085.41057051587,447773.6797148488,186045.7119641462,447781.84474223293,O_2,40.52958203432757,2
ml,even,33344C34,186085.41057051587,447773.6797148488,186052.3492111733,447763.37771916756,O_2,34.629244816986116,2
ml,even,33344C34,186086.2314010144,447798.6625287722,186038.41385327562,447787.592326155,O_1,49.08224992537531,3
ml,even,4C1E4B2A,186086.2314010144,447798.6625287722,186035.86673235186,447797.8162254928,O_1,50.371778594055,3
ml,even,34191E2A,186086.2314010144,447798.6625287722,186045.71001310818,447740.4140463867,O_1,70.95680783446728,3
ml,even,52344B66,186087.0522342561,447823.64534250123,186037.6935973777,447804.1544317522,N_24,53.067604395873154,2
ml,even,344C4B4B,186087.0522342561,447823.64534250123,186036.8776998682,447806.42459680216,N_24,53.04750685445395,2
ml,even,6634661E,186087.0522342561,447823.64534250123,186040.28868031804,447796.93411786255,N_24,53.85461445980623,2
ml,even,6634661E,186087.87307024142,447848.62815601355,186041.9804729657,447792.2269891883,N_23,72.71328698362792,2
ml,even,344C4B4B,186087.87307024142,447848.62815601355,186043.56284262368,447787.8243111528,N_23,75.23631982883326,2
ml,even,52344B66,186087.87307024142,447848.62815601355,186046.47209087873,447779.7298155554,N_23,80.38048525655562,2
ml,even,52344B66,186088.6939089693,447873.6109693458,186048.62113707542,447773.75042655267,N_22,107.60090638184451,2
ml,even,344C4B4B,186088.6939089693,447873.6109693458,186037.81157042636,447803.826245447,N_22,86.36503960069334,2
ml,even,6634661E,186088.6939089693,447873.6109693458,186050.68727786109,447768.0017685331,N_22,112.23995413618395,2
ml,even,52344B66,186089.51475043964,447898.5937824631,186027.24256374978,447833.23574350815,N_21,90.27457278312373,2
ml,even,344C4B4B,186089.51475043964,447898.5937824631,186045.47198477306,447782.5118883126,N_21,124.15623768919563,2
ml,even,6634661E,186089.51475043964,447898.5937824631,186039.27106122093,447799.7654694497,N_21,110.86687403992842,2
ml,even,52344B66,186090.3355946536,447923.57659538876,186060.7314305884,447960.6823737584,N_20,47.46836123583197,3
ml,even,344C4B4B,186090.3355946536,447923.57659538876,186049.1173961753,447963.2323062972,N_20,57.19716158561429,3
ml,even,6634661E,186090.3355946536,447923.57659538876,186055.59206330235,447960.51229280815,N_20,50.708566481528756,3
ml,even,52344B66,186091.1564416102,447948.5594081166,186069.50695894271,448009.34977837506,N_19,64.53037436686758,1
ml,even,6634661E,186091.1564416102,447948.5594081166,186069.50695894271,448009.34977837506,N_19,64.53037436686758,1
ml,even,344C4B4B,186091.1564416102,447948.5594081166,186069.50695894271,448009.34977837506,N_19,64.53037436686758,1
ml,even,52344B66,186091.97729131073,447973.5422206388,186069.50695894271,448009.34977837506,N_18,42.27407039506431,1
ml,even,344C4B4B,186091.97729131073,447973.5422206388,186069.50695894271,448009.34977837506,N_18,42.27407039506431,1
ml,even,6634661E,186091.97729131073,447973.5422206388,186069.50695894271,448009.34977837506,N_18,42.27407039506431,1
ml,even,52344B66,186092.79814375346,447998.52503296634,186069.50695894271,448009.34977837506,N_17,25.683738105113928,1
ml,even,344C4B4B,186092.79814375346,447998.52503296634,186069.50695894271,448009.34977837506,N_17,25.683738105113928,1
ml,even,6634661E,186092.79814375346,447998.52503296634,186069.50695894271,448009.34977837506,N_17,25.683738105113928,1
ml,even,52344B66,186093.618998939,448023.5078450978,186069.50695894271,448009.34977837506,N_16,27.961425680888148,1
ml,even,344C4B4B,186093.618998939,448023.5078450978,186069.50695894271,448009.34977837506,N_16,27.961425680888148,1
ml,even,6634661E,186093.618998939,448023.5078450978,186069.50695894271,448009.34977837506,N_16,27.961425680888148,1
ml,even,52344B66,186094.43985686832,448048.49065704056,186069.50695894271,448009.34977837506,N_15,46.407518589941674,1
ml,even,6634661E,186094.43985686832,448048.49065704056,186069.50695894271,448009.34977837506,N_15,46.407518589941674,1
ml,even,344C4B4B,186094.43985686832,448048.49065704056,186069.50695894271,448009.34977837506,N_15,46.407518589941674,1
ml,even,52344B66,186095.2607175407,448073.47346876527,186069.50695894271,448009.34977837506,N_14,69.10212551854875,1
ml,even,344C4B4B,186095.2607175407,448073.47346876527,186069.50695894271,448009.34977837506,N_14,69.10212551854875,1
ml,even,6634661E,186095.2607175407,448073.47346876527,186069.50695894271,448009.34977837506,N_14,69.10212551854875,1
ml,even,344C4B4B,186096.08158095513,448098.456280301,186069.50695894271,448009.34977837506,N_13,92.98483328250394,1
ml,even,52344B66,186096.08158095513,448098.456280301,186069.50695894271,448009.34977837506,N_13,92.98483328250394,1
ml,even,6634661E,186096.08158095513,448098.456280301,186069.50695894271,448009.34977837506,N_13,92.98483328250394,1
ml,even,344C4B4B,186102.18523061994,447523.03076299356,186147.045476139,447573.95951205463,N_12,67.86883753944606,2
ml,even,6634661E,186102.18523061994,447523.03076299356,186090.06027186263,447567.6536107844,N_12,46.24081714059628,2
ml,even,52344B66,186102.18523061994,447523.03076299356,186104.73576558282,447569.27757993236,N_12,46.31709517627227,2
ml,even,6634661E,186103.00603348695,447548.01357617456,186126.3975246788,447571.6746392383,N_11,33.2717262173611,2
ml,even,344C4B4B,186103.00603348695,447548.01357617456,186161.3944580648,447575.5473498704,N_11,64.554758295706,2
ml,even,52344B66,186103.00603348695,447548.01357617456,186098.24549757614,447568.55937614565,N_11,21.090106652416043,2
ml,even,6634661E,186103.82683909766,447572.9963891651,186084.59114538852,447575.8906712199,N_10,19.45221789628438,4
ml,even,344C4B4B,186103.82683909766,447572.9963891651,186128.28442469964,447584.8087762984,N_10,27.160743422545156,4
ml,even,52344B66,186103.82683909766,447572.9963891651,186038.09568137172,447579.4757598163,N_10,66.04973383767478,4
ml,even,52344B66,186104.64764745132,447597.9792019483,186094.94203199758,447665.2656649699,N_9,67.98284399237764,4
ml,even,6634661E,186104.64764745132,447597.9792019483,186088.1836545957,447572.18165371113,N_9,30.603538288909565,4
ml,even,344C4B4B,186104.64764745132,447597.9792019483,186024.37871806562,447576.5063362871,N_9,83.09142545673606,4
ml,even,344C4B4B,186105.46845854828,447622.96201452485,186085.19026085132,447614.4540934431,N_8,21.990680366234084,4
ml,even,52344B66,186105.46845854828,447622.96201452485,186077.50779152176,447661.6615368313,N_8,47.74360614066456,4
ml,even,6634661E,186105.46845854828,447622.96201452485,186045.71180422627,447584.8125713788,N_8,70.89596425830436,4
ml,even,52344B66,186106.2892723884,447647.94482690934,186059.57380256001,447679.9361324514,N_7,56.619596886357826,4
ml,even,6634661E,186106.2892723884,447647.94482690934,186068.6184890921,447690.11646132194,N_7,56.54674759160059,4
ml,even,344C4B4B,186106.2892723884,447647.94482690934,186044.28445138136,447634.41968376585,N_7,63.4628026892012,4
ml,even,52344B66,186107.11008897147,447672.9276390915,186044.11428577962,447642.30266350246,N_6,70.04541633551766,4
ml,even,6634661E,186107.11008897147,447672.9276390915,186067.0653515185,447672.21133362973,N_6,40.05114344424091,4
ml,even,344C4B4B,186107.11008897147,447672.9276390915,186042.88098188,447686.07873346703,N_6,65.56164641801595,4
ml,even,52344B66,186107.93090829806,447697.9104510687,186057.78919302256,447744.40369225584,N_5,68.3799172773254,3
ml,even,344C4B4B,186107.93090829806,447697.9104510687,186034.3163057196,447764.88242416334,N_5,99.5206254651306,3
ml,even,6634661E,186107.93090829806,447697.9104510687,186058.7901833169,447725.68505364726,N_5,56.446783788552366,3
ml,even,52344B66,186108.75173036713,447722.8932628422,186051.64284061166,447731.4714765592,N_4,57.74955445435762,3
ml,even,6634661E,186108.75173036713,447722.8932628422,186060.62576969422,447739.97335715615,N_4,51.066992396892296,3
ml,even,344C4B4B,186108.75173036713,447722.8932628422,186043.75681529936,447764.6542379308,N_4,77.25488997478004,3
ml,even,52344B66,186109.5725551798,447747.87607442104,186073.38617346348,447704.8450615967,N_3,56.22385869367282,2
ml,even,344C4B4B,186109.5725551798,447747.87607442104,186045.45966293995,447782.5467279495,N_3,72.88701645320744,2
ml,even,6634661E,186109.5725551798,447747.87607442104,186056.74582866146,447751.1448690998,N_3,52.927762594833446,2
ml,even,2A786119,186110.39338273578,447772.858885808,186121.98367103626,447782.57681622327,N_2,15.125242293750349,4
ml,even,78073433,186110.39338273578,447772.858885808,186102.5696529781,447836.8515301946,N_2,64.46913434280772,4
ml,even,4C524C66,186110.39338273578,447772.858885808,186084.84625298815,447788.6994108191,N_2,30.05957536244363,4
ml,even,6634661E,186111.21421303452,447797.8416969812,186059.9667715352,447742.1831373485,N_1,75.65828124280421,2
ml,even,52344B66,186111.21421303452,447797.8416969812,186050.44963343078,447768.66298075,N_1,67.40720744341695,2
ml,even,344C4B4B,186111.21421303452,447797.8416969812,186042.1116419198,447791.8620336071,N_1,69.3608081609012,2
ml,even,55665534,186112.03504607687,447822.8245079619,186052.223462336,447763.72759503045,M_24,84.08252296179947,2
ml,even,1E557866,186112.03504607687,447822.8245079619,186045.8181826275,447781.5492036588,M_24,78.02771142604418,2
ml,even,344C194C,186112.03504607687,447822.8245079619,186047.20195352848,447777.69909628853,M_24,78.99134552646292,2
ml,even,344C194C,186112.85588186214,447847.8073187358,186040.78476213242,447795.5538424685,M_23,89.0206272788294,2
ml,even,1E557866,186112.85588186214,447847.8073187358,186042.9890147249,447789.4208848631,M_23,91.05138540374134,2
ml,even,55665534,186112.85588186214,447847.8073187358,186021.87516571136,447848.1714291727,M_23,90.98144474407216,2
ml,even,55665534,186113.67672039053,447872.79012932396,185997.65818439302,447915.70151511685,M_22,123.69999080708477,3
ml,even,1E557866,186113.67672039053,447872.79012932396,185991.5430132428,447919.14585422573,M_22,130.63497101778322,3
ml,even,344C194C,186113.67672039053,447872.79012932396,186036.41413696416,447929.3597958022,M_22,95.7582057224285,3
ml,even,55665534,186114.49756166202,447897.77293970814,186061.95182176662,447979.1393535632,M_21,96.85839191720497,3
ml,even,1E557866,186114.49756166202,447897.77293970814,186039.75217078617,447962.5272895744,M_21,98.89387889946879,3
ml,even,344C194C,186114.49756166202,447897.77293970814,186058.06375289054,447975.9876954856,M_21,96.44854998278556,3
ml,even,1E557866,186115.31840567713,447922.7557498872,186069.50695894271,448009.34977837506,M_20,97.96537358503886,1
ml,even,344C194C,186115.31840567713,447922.7557498872,186069.50695894271,448009.34977837506,M_20,97.96537358503886,1
ml,even,55665534,186115.31840567713,447922.7557498872,186069.50695894271,448009.34977837506,M_20,97.96537358503886,1
ml,even,55665534,186116.13925243565,447947.7385598646,186069.50695894271,448009.34977837506,M_19,77.26909500413515,1
ml,even,1E557866,186116.13925243565,447947.7385598646,186069.50695894271,448009.34977837506,M_19,77.26909500413515,1
ml,even,344C194C,186116.13925243565,447947.7385598646,186069.50695894271,448009.34977837506,M_19,77.26909500413515,1
ml,even,1E557866,186116.96010193706,447972.7213696514,186069.50695894271,448009.34977837506,M_18,59.94531762924562,1
ml,even,55665534,186116.96010193706,447972.7213696514,186069.50695894271,448009.34977837506,M_18,59.94531762924562,1
ml,even,344C194C,186116.96010193706,447972.7213696514,186069.50695894271,448009.34977837506,M_18,59.94531762924562,1
ml,even,1E557866,186117.78095418127,447997.70417923765,186069.50695894271,448009.34977837506,M_17,49.658821930868946,1
ml,even,55665534,186117.78095418127,447997.70417923765,186069.50695894271,448009.34977837506,M_17,49.658821930868946,1
ml,even,344C194C,186117.78095418127,447997.70417923765,186069.50695894271,448009.34977837506,M_17,49.658821930868946,1
ml,even,344C194C,186118.60180916905,448022.6869886201,186069.50695894271,448009.34977837506,M_16,50.87421248399003,1
ml,even,1E557866,186118.60180916905,448022.6869886201,186069.50695894271,448009.34977837506,M_16,50.87421248399003,1
ml,even,55665534,186118.60180916905,448022.6869886201,186069.50695894271,448009.34977837506,M_16,50.87421248399003,1
ml,even,344C194C,186119.42266690003,448047.66979781224,186069.50695894271,448009.34977837506,M_15,62.92854511702841,1
ml,even,1E557866,186119.42266690003,448047.66979781224,186069.50695894271,448009.34977837506,M_15,62.92854511702841,1
ml,even,55665534,186119.42266690003,448047.66979781224,186069.50695894271,448009.34977837506,M_15,62.92854511702841,1
ml,even,55665534,186120.2435273744,448072.65260680486,186069.50695894271,448009.34977837506,M_14,81.12612072221306,1
ml,even,344C194C,186120.2435273744,448072.65260680486,186069.50695894271,448009.34977837506,M_14,81.12612072221306,1
ml,even,1E557866,186120.2435273744,448072.65260680486,186069.50695894271,448009.34977837506,M_14,81.12612072221306,1
ml,even,1E557866,186127.16804210603,447522.209961569,186086.47636092533,447567.25702025235,M_13,60.704616079285906,2
ml,even,344C194C,186127.16804210603,447522.209961569,186085.63081641676,447567.1634535513,M_13,61.205862132354824,2
ml,even,55665534,186127.16804210603,447522.209961569,186078.96465389026,447566.42578554683,M_13,65.41105201354945,2
ml,even,55665534,186127.98884477184,447547.19277201715,186124.85752077895,447571.5042246131,M_12,24.512280947971906,2
ml,even,1E557866,186127.98884477184,447547.19277201715,186098.0027778036,447568.53251713247,M_12,36.80419723089005,2
ml,even,344C194C,186127.98884477184,447547.19277201715,186150.10963745712,447574.2985877424,M_12,34.98649332464006,2
ml,even,55665534,186128.8096501807,447572.1755822578,186194.53938114332,447579.2151196654,M_11,66.10561715416002,1
ml,even,344C194C,186128.8096501807,447572.1755822578,186194.53938114332,447579.2151196654,M_11,66.10561715416002,1
ml,even,1E557866,186128.8096501807,447572.1755822578,186194.53938114332,447579.2151196654,M_11,66.10561715416002,1
ml,even,1E557866,186129.6304583329,447597.15839229437,186194.53938114332,447579.2151196654,M_10,67.34336858999949,1
ml,even,55665534,186129.6304583329,447597.15839229437,186194.53938114332,447579.2151196654,M_10,67.34336858999949,1
ml,even,344C194C,186129.6304583329,447597.15839229437,186194.53938114332,447579.2151196654,M_10,67.34336858999949,1
ml,even,344C194C,186130.45126922856,447622.14120213763,186054.26025902887,447587.71237282234,M_9,83.60869765324057,4
ml,even,55665534,186130.45126922856,447622.14120213763,186086.0455304174,447673.09883015,M_9,67.59104594551593,4
ml,even,1E557866,186130.45126922856,447622.14120213763,186092.63541188964,447584.68931207986,M_9,53.222956843611044,4
ml,even,1E557866,186131.27208286725,447647.12401177763,186134.70934713157,447601.2514117768,M_8,46.001197989376486,4
ml,even,344C194C,186131.27208286725,447647.12401177763,186087.8299221777,447603.548158629,M_8,61.531100290893455,4
ml,even,55665534,186131.27208286725,447647.12401177763,186149.1654555398,447593.4020759785,M_8,56.62348604247881,4
ml,even,344C194C,186132.0928992502,447672.10682121344,186106.00217225135,447666.09060258523,M_7,26.775379024587867,4
ml,even,55665534,186132.0928992502,447672.10682121344,186056.81915760896,447644.5125327248,M_7,80.17219554099339,4
ml,even,1E557866,186132.0928992502,447672.10682121344,186090.16135821454,447634.1038190315,M_7,56.59047895596025,4
ml,even,55665534,186132.91371837578,447697.08963045134,186060.87482218022,447694.039338747,M_6,72.10344544164707,4
ml,even,1E557866,186132.91371837578,447697.08963045134,186075.30910748368,447648.9219100293,M_6,75.08941660903564,4
ml,even,344C194C,186132.91371837578,447697.08963045134,186034.2865413616,447631.7094400589,M_6,118.32957931784897,4
ml,even,344C194C,186133.73454024456,447722.0724394891,186057.09518599306,447746.3763390933,M_5,80.40068504720652,3
ml,even,55665534,186133.73454024456,447722.0724394891,186045.9698292191,447709.2681041019,M_5,88.69383014669353,3
ml,even,1E557866,186133.73454024456,447722.0724394891,186038.69518959976,447750.52700007,M_5,99.20756114752939,3
ml,even,344C194C,186134.55536485702,447747.05524832336,186055.79197475128,447753.79880820576,M_4,79.05154787122554,2
ml,even,55665534,186134.55536485702,447747.05524832336,186056.56214997687,447751.65593059297,M_4,78.12879011405725,2
ml,even,1E557866,186134.55536485702,447747.05524832336,186054.11262169466,447758.4713258143,M_4,81.24876462301016,2
ml,even,1E557866,186135.37619221263,447772.0380569611,186045.0812781555,447783.5524602909,M_3,91.02611157588755,2
ml,even,344C194C,186135.37619221263,447772.0380569611,186048.08376639587,447775.2456002251,M_3,87.35133621625685,2
ml,even,55665534,186135.37619221263,447772.0380569611,186057.1480511927,447750.0258992687,M_3,81.2660884607473,2
ml,even,55665534,186136.1970223116,447797.0208653904,186053.51624470623,447760.13065054436,M_2,90.53727926559198,2
ml,even,344C194C,186136.1970223116,447797.0208653904,186057.59321067805,447748.7871832995,M_2,92.22281329134887,2
ml,even,1E557866,186136.1970223116,447797.0208653904,186050.93002762637,447767.3263889034,M_2,90.28965786006287,2
ml,even,344C194C,186137.0178551543,447822.00367362227,186043.6848701744,447787.48462739005,M_1,99.51186179567394,2
ml,even,55665534,186137.0178551543,447822.00367362227,186048.49372242132,447774.10495319346,M_1,100.6519224597441,2
ml,even,1E557866,186137.0178551543,447822.00367362227,186010.40751551907,447880.07520735025,M_1,139.292789232134,2
ml,even,4C4B664C,186137.8386907395,447846.9864816636,186048.736928795,447773.4282866178,L_24,115.54190599090501,2
ml,even,191E4C07,186137.8386907395,447846.9864816636,186054.27853738822,447758.0096928326,L_24,122.06214883724758,2
ml,even,33557852,186137.8386907395,447846.9864816636,186045.1208506722,447783.4894158712,L_24,112.37648878208688,2
ml,even,4C4B664C,186138.6595290695,447871.9692895035,186043.39914608144,447650.3607027677,L_23,241.21547687097294,4
ml,even,191E4C07,186138.6595290695,447871.9692895035,186050.25468461798,447655.77715416776,L_23,233.56895320982557,4
ml,even,33557852,186138.6595290695,447871.9692895035,186011.13428025212,447714.05343471305,L_23,202.9780931040117,4
ml,even,4C4B664C,186139.48037014168,447896.95209714025,186044.21492954157,447935.50325106876,L_22,102.77011064483877,3
ml,even,33557852,186139.48037014168,447896.95209714025,186027.72679083876,447896.9580452847,L_22,111.75357946122035,3
ml,even,191E4C07,186139.48037014168,447896.95209714025,186033.89536112826,447916.11202895094,L_22,107.30935241326377,3
ml,even,4C4B664C,186140.3012139573,447921.93490457576,186069.50695894271,448009.34977837506,L_21,112.48638452906572,1
ml,even,191E4C07,186140.3012139573,447921.93490457576,186069.50695894271,448009.34977837506,L_21,112.48638452906572,1
ml,even,33557852,186140.3012139573,447921.93490457576,186069.50695894271,448009.34977837506,L_21,112.48638452906572,1
ml,even,4C4B664C,186141.12206051694,447946.9177118184,186069.50695894271,448009.34977837506,L_20,95.00781919410555,1
ml,even,33557852,186141.12206051694,447946.9177118184,186069.50695894271,448009.34977837506,L_20,95.00781919410555,1
ml,even,191E4C07,186141.12206051694,447946.9177118184,186069.50695894271,448009.34977837506,L_20,95.00781919410555,1
ml,even,4C4B664C,186141.9429098197,447971.90051885636,186268.71917439284,447925.3938938809,L_19,135.03735566770033,2
ml,even,33557852,186141.9429098197,447971.90051885636,186251.23520136124,447978.88607658434,L_19,109.51530946479032,2
ml,even,191E4C07,186141.9429098197,447971.90051885636,186256.38103273252,447963.1348120155,L_19,114.77334878893205,2
ml,even,4C4B664C,186142.76376186594,447996.8833256997,186069.50695894271,448009.34977837506,L_18,74.30996983472862,1
ml,even,33557852,186142.76376186594,447996.8833256997,186069.50695894271,448009.34977837506,L_18,74.30996983472862,1
ml,even,191E4C07,186142.76376186594,447996.8833256997,186069.50695894271,448009.34977837506,L_18,74.30996983472862,1
ml,even,78073433,186143.58461665604,448021.8661323474,186123.76176158962,448056.3827481835,L_17,39.80379820774541,2
ml,even,2A786119,186143.58461665604,448021.8661323474,186140.83345366796,448071.1820348184,L_17,49.392581774168924,2
ml,even,4C524C66,186143.58461665604,448021.8661323474,186121.79020077953,448054.67362093553,L_17,39.386899736581974,2
ml,even,33557852,186144.4054741887,448046.84893879096,186261.83192204585,447946.46586506814,L_16,154.48537842264784,1
ml,even,191E4C07,186144.4054741887,448046.84893879096,186261.83192204585,447946.46586506814,L_16,154.48537842264784,1
ml,even,4C4B664C,186144.4054741887,448046.84893879096,186261.83192204585,447946.46586506814,L_16,154.48537842264784,1
ml,even,33557852,186145.22633446552,448071.8317450375,186261.83192204585,447946.46586506814,L_15,171.21176044726238,1
ml,even,4C4B664C,186145.22633446552,448071.8317450375,186261.83192204585,447946.46586506814,L_15,171.21176044726238,1
ml,even,191E4C07,186145.22633446552,448071.8317450375,186261.83192204585,447946.46586506814,L_15,171.21176044726238,1
ml,even,33557852,186151.3300511281,447496.4063524533,186166.35873731604,447576.09668995655,L_14,81.09507568231518,2
ml,even,4C4B664C,186151.3300511281,447496.4063524533,186153.81212875992,447574.70830013993,L_14,78.34127724828504,2
ml,even,191E4C07,186151.3300511281,447496.4063524533,186137.49221721024,447572.90236205875,L_14,77.73754005047364,2
ml,even,4C4B664C,186152.150850849,447521.3891603595,186154.31565966934,447574.76402014954,L_13,53.41874254261023,2
ml,even,191E4C07,186152.150850849,447521.3891603595,186118.9168788292,447570.8468416625,L_13,59.58656842006875,2
ml,even,33557852,186152.150850849,447521.3891603595,186091.48005809326,447567.81072229013,L_13,76.3931050925866,2
ml,even,4C4B664C,186152.97165331303,447546.37196806085,186185.22022024344,447578.18387464905,L_12,45.298647549813026,2
ml,even,191E4C07,186152.97165331303,447546.37196806085,186119.18602833393,447570.8766253611,L_12,41.7366348024188,2
ml,even,33557852,186152.97165331303,447546.37196806085,186167.31099844354,447576.20206576004,L_12,33.09760637138589,2
ml,even,191E4C07,186153.7924585201,447571.3547755546,186194.53938114332,447579.2151196654,L_11,41.49815312519596,1
ml,even,4C4B664C,186153.7924585201,447571.3547755546,186194.53938114332,447579.2151196654,L_11,41.49815312519596,1
ml,even,33557852,186153.7924585201,447571.3547755546,186194.53938114332,447579.2151196654,L_11,41.49815312519596,1
ml,even,191E4C07,186154.6132664713,447596.33758285816,186194.53938114332,447579.2151196654,L_10,43.442759794825385,1
ml,even,4C4B664C,186154.6132664713,447596.33758285816,186194.53938114332,447579.2151196654,L_10,43.442759794825385,1
ml,even,33557852,186154.6132664713,447596.33758285816,186194.53938114332,447579.2151196654,L_10,43.442759794825385,1
ml,even,191E4C07,186155.43407716564,447621.32038995385,186194.53938114332,447579.2151196654,L_9,57.46371537981191,1
ml,even,4C4B664C,186155.43407716564,447621.32038995385,186194.53938114332,447579.2151196654,L_9,57.46371537981191,1
ml,even,33557852,186155.43407716564,447621.32038995385,186194.53938114332,447579.2151196654,L_9,57.46371537981191,1
ml,even,191E4C07,186156.2548906031,447646.3031968445,186067.79025084293,447597.9695601046,L_8,100.80740512683224,4
ml,even,33557852,186156.2548906031,447646.3031968445,186055.5191014311,447625.1007914641,L_8,102.94290268892912,4
ml,even,4C4B664C,186156.2548906031,447646.3031968445,186194.53938114332,447579.2151196654,L_8,77.24320239037432,1
ml,even,4C4B664C,186157.07570678485,447671.28600353666,186037.51779296546,447727.4324511724,L_7,132.08526919741874,3
ml,even,191E4C07,186157.07570678485,447671.28600353666,186055.02777365793,447724.2418184979,L_7,114.96999170950363,3
ml,even,33557852,186157.07570678485,447671.28600353666,186022.07599741622,447725.0808747843,L_7,145.32312170527467,3
ml,even,2A786119,186157.8965257098,447696.2688100316,186190.37404672705,447734.7980135436,L_6,50.39135734127159,3
ml,even,78073433,186157.8965257098,447696.2688100316,186211.31405509188,447688.9964607643,L_6,53.91029131019239,3
ml,even,4C524C66,186157.8965257098,447696.2688100316,186142.63075037982,447730.68898433144,L_6,37.65358276788635,3
ml,even,4C4B664C,186158.7173473784,447721.25161632284,186055.9365760728,447753.3965068133,L_5,107.69020816592081,2
ml,even,191E4C07,186158.7173473784,447721.25161632284,186059.54957326793,447743.3439224687,L_5,101.59880615868538,2
ml,even,33557852,186158.7173473784,447721.25161632284,186052.73720663064,447762.2982594802,L_5,113.65129628563274,2
ml,even,191E4C07,186159.53817179071,447746.2344224205,186045.25471852388,447783.1145028792,L_4,120.0868353535624,2
ml,even,4C4B664C,186159.53817179071,447746.2344224205,186054.04633982907,447758.655757188,L_4,106.2206014294257,2
ml,even,33557852,186159.53817179071,447746.2344224205,186053.14039194377,447761.2291764643,L_4,107.44919825290884,2
ml,even,191E4C07,186160.35899894623,447771.21722831484,186054.04633982907,447758.655757188,L_3,107.05219309025111,2
ml,even,4C4B664C,186160.35899894623,447771.21722831484,186052.5694739273,447762.7648743689,L_3,108.12041431218009,2
ml,even,33557852,186160.35899894623,447771.21722831484,186045.43854300713,447782.6054896418,L_3,115.483348103971,2
ml,even,4C4B664C,186161.179828845,447796.2000340037,186049.77558269387,447770.5384077401,L_2,114.32158642615391,2
ml,even,191E4C07,186161.179828845,447796.2000340037,186052.3492111733,447763.37771916756,L_2,113.67236996739265,2
ml,even,33557852,186161.179828845,447796.2000340037,186044.41663619116,447785.4046227701,L_2,117.26117883774852,2
ml,even,4C4B664C,186162.00066148798,447821.18283949327,186047.03451099925,447778.16496351134,L_1,122.75077764394966,2
ml,even,191E4C07,186162.00066148798,447821.18283949327,186050.6046822075,447768.2315777384,L_1,123.34058667482893,2
ml,even,33557852,186162.00066148798,447821.18283949327,186022.24916177522,447847.1282671378,L_1,142.13953316239193,2
ml,even,34075261,186162.82149687447,447846.1656447915,186013.10166327306,447872.57876335975,K_24,152.03184339517423,2
ml,even,552A2D4B,186162.82149687447,447846.1656447915,186047.46516541098,447776.96675091307,K_24,134.51977595400132,2
ml,even,521E1933,186162.82149687447,447846.1656447915,186046.59040983036,447779.39792976377,K_24,134.04325184611378,2
ml,even,34075261,186163.64233500377,447871.14844988566,186046.53084260246,447779.56631939515,K_23,148.66871990315548,2
ml,even,552A2D4B,186163.64233500377,447871.14844988566,186044.2084615965,447786.0279819372,K_23,146.6626884412671,2
ml,even,521E1933,186163.64233500377,447871.14844988566,186086.05090134862,447669.60535831726,K_23,215.96307169423437,2
ml,even,34075261,186164.4631758778,447896.1312547765,186052.64556951364,447884.72960564424,K_22,112.39739630413246,3
ml,even,521E1933,186164.4631758778,447896.1312547765,186058.01279565296,447937.3618654042,K_22,114.15623812454045,3
ml,even,552A2D4B,186164.4631758778,447896.1312547765,185997.16113095905,447885.2473148974,K_22,167.65570190509564,3
ml,even,521E1933,186165.28401949507,447921.11405946116,186069.50695894271,448009.34977837506,K_21,130.22590917441207,1
ml,even,34075261,186165.28401949507,447921.11405946116,186069.50695894271,448009.34977837506,K_21,130.22590917441207,1
ml,even,552A2D4B,186165.28401949507,447921.11405946116,186069.50695894271,448009.34977837506,K_21,130.22590917441207,1
ml,even,34075261,186166.1048658555,447946.0968639608,186261.83192204585,447946.46586506814,K_20,95.72776738588547,1
ml,even,552A2D4B,186166.1048658555,447946.0968639608,186261.83192204585,447946.46586506814,K_20,95.72776738588547,1
ml,even,521E1933,186166.1048658555,447946.0968639608,186261.83192204585,447946.46586506814,K_20,95.72776738588547,1
ml,even,34075261,186166.9257149595,447971.07966825744,186246.29929598453,447993.9862432999,K_19,82.61281102172782,2
ml,even,552A2D4B,186166.9257149595,447971.07966825744,186266.79433448927,447931.2927145475,K_19,107.50229231183499,2
ml,even,521E1933,186166.9257149595,447971.07966825744,186266.18678970492,447933.15028352325,K_19,106.26099560012314,2
ml,even,34075261,186167.7465668078,447996.0624723631,186261.83192204585,447946.46586506814,K_18,106.35731063469076,1
ml,even,552A2D4B,186167.7465668078,447996.0624723631,186261.83192204585,447946.46586506814,K_18,106.35731063469076,1
ml,even,521E1933,186167.7465668078,447996.0624723631,186261.83192204585,447946.46586506814,K_18,106.35731063469076,1
ml,even,521E1933,186168.5674213994,448021.0452762571,186261.83192204585,447946.46586506814,K_17,119.41673104771347,1
ml,even,552A2D4B,186168.5674213994,448021.0452762571,186261.83192204585,447946.46586506814,K_17,119.41673104771347,1
