tag,cp,error,x_cal,y_cal,x_est,y_est,node_count,round,dets,habitat
33557852,L_3,26.812992233271004,186160.35899894623,447771.2172283149,186135.16492088203,447780.3930107336,27,one,NA,3_4
4C4B664C,L_3,23.631592867145574,186160.35899894623,447771.2172283149,186177.0422245297,447787.95407884207,27,one,NA,3_4
2A4C3361,L_3,30.49052292983494,186160.35899894623,447771.2172283149,186190.3106285,447765.51005076285,36,two,705,3_4
332D1907,L_3,85.77649627139876,186160.35899894623,447771.2172283149,186245.8920840774,447777.6746783178,25,two,344,3_4
784C3352,L_3,78.90479534732933,186160.35899894623,447771.2172283149,186082.2566711993,447759.99256220326,43,two,889,3_4
191E4C07,L_4,53.91482912161485,186159.53817179071,447746.2344224205,186192.02551444547,447703.206741023,27,one,NA,2
33557852,L_4,8.43242166718367,186159.53817179071,447746.2344224205,186159.261653432,447737.806535807,27,one,NA,2
4C4B664C,L_4,18.751287120287444,186159.53817179071,447746.2344224205,186151.33412043023,447763.095748286,27,one,NA,2
2A4C3361,L_4,70.57001265189673,186159.53817179071,447746.2344224205,186229.73557665476,447738.9921136696,34,two,673,2
332D1907,L_4,95.26418990410008,186159.53817179071,447746.2344224205,186249.35023917,447714.4687423374,21,two,285,2
784C3352,L_4,80.02476250115893,186159.53817179071,447746.2344224205,186082.61738511268,447768.30601480074,42,two,814,2
191E4C07,L_5,37.154892811704286,186158.7173473784,447721.2516163229,186125.0949024993,447705.439682216,27,one,NA,2
33557852,L_5,26.368033500092576,186158.7173473784,447721.2516163229,186133.4589010172,447713.6829917397,27,one,NA,2
4C4B664C,L_5,18.54193748691723,186158.7173473784,447721.2516163229,186142.29655857632,447729.8633026203,27,one,NA,2
2A4C3361,L_5,85.473094801465,186158.7173473784,447721.2516163229,186237.80815334368,447688.8433712808,36,two,626,2
332D1907,L_5,261.7836893582331,186158.7173473784,447721.2516163229,186321.9283805404,447516.574166006,18,two,214,2
784C3352,L_5,63.933553211274074,186158.7173473784,447721.2516163229,186094.9474505158,447716.6800213765,42,two,927,2
2A786119,L_6,29.183858240011062,186157.8965257098,447696.2688100316,186128.9367442882,447692.6592890404,44,one,NA,2
4C524C66,L_6,57.5080384941314,186157.8965257098,447696.2688100316,186120.84555373693,447740.2506240836,44,one,NA,2
78073433,L_6,108.30357441176729,186157.8965257098,447696.2688100316,186089.0414034332,447612.6707456602,40,one,NA,2
2A4C3361,L_6,89.57735043538005,186157.8965257098,447696.2688100316,186247.4640547977,447697.5952504236,35,two,614,2
332D1907,L_6,296.1139992734872,186157.8965257098,447696.2688100316,186330.08449119236,447455.3646691192,19,two,256,2
784C3352,L_6,88.58268503218972,186157.8965257098,447696.2688100316,186077.19064860608,447659.7523276102,41,two,853,2
191E4C07,L_7,18.287530856320416,186157.07570678485,447671.28600353666,186166.6025327409,447686.8960442805,27,one,NA,2
33557852,L_7,18.946513420070985,186157.07570678485,447671.28600353666,186140.06977637231,447662.9332374331,27,one,NA,2
4C4B664C,L_7,49.51424379590503,186157.07570678485,447671.28600353666,186149.4862379866,447720.2151390496,27,one,NA,2
2A4C3361,L_7,25.302312863981996,186157.07570678485,447671.28600353666,186161.39683598495,447646.35540228634,35,two,633,2
332D1907,L_7,276.5896439717344,186157.07570678485,447671.28600353666,186330.01443569173,447455.42950676975,23,two,297,2
784C3352,L_7,84.23917888383937,186157.07570678485,447671.28600353666,186099.45008921903,447609.8406826474,42,two,920,2
191E4C07,L_8,33.922991900010885,186156.2548906031,447646.3031968445,186123.05897201903,447639.3174707686,27,one,NA,2
33557852,L_8,41.71439691054268,186156.2548906031,447646.3031968445,186123.8774293993,447672.60511532216,26,one,NA,2
4C4B664C,L_8,34.153957971814826,186156.2548906031,447646.3031968445,186189.6683432612,447653.3766702917,21,one,NA,2
2A4C3361,L_8,30.248095240096507,186156.2548906031,447646.3031968445,186160.24755565872,447616.3197698989,35,two,568,2
332D1907,L_8,150.22808350791274,186156.2548906031,447646.3031968445,186266.8502687188,447544.6314730768,24,two,326,2
784C3352,L_8,68.01259099912787,186156.2548906031,447646.3031968445,186107.68035279276,447598.69829362095,43,two,911,2
191E4C07,L_9,33.40276341361863,186155.43407716564,447621.32038995385,186122.06972042267,447622.9217340125,25,one,NA,2
4C4B664C,L_9,24.999308619687177,186155.43407716564,447621.32038995385,186155.86644417924,447646.3159593658,26,one,NA,2
33557852,L_9,28.633485148274257,186155.43407716564,447621.32038995385,186163.48972193024,447593.8434348976,25,one,NA,2
2A4C3361,L_9,98.29644814894476,186155.43407716564,447621.32038995385,186202.49856162767,447535.0236575648,30,two,577,2
332D1907,L_9,230.10669299478357,186155.43407716564,447621.32038995385,186320.24516478067,447460.7389602674,17,two,274,2
784C3352,L_9,53.20324657932132,186155.43407716564,447621.32038995385,186107.48215256925,447598.2726487612,40,two,838,2
1E557866,M_1,25.00775378326545,186137.0178551543,447822.00367362227,186135.4402775704,447797.0457290304,27,one,NA,4
344C194C,M_1,37.18699878620916,186137.0178551543,447822.00367362227,186152.2137285854,447788.06316229154,27,one,NA,4
55665534,M_1,33.97757653426246,186137.0178551543,447822.00367362227,186103.75500395944,447815.0712543093,27,one,NA,4
33344C34,M_1,88.99774421833013,186137.0178551543,447822.00367362227,186052.48623928067,447794.16477289423,41,two,701,4
34191E2A,M_1,77.48443455594484,186137.0178551543,447822.00367362227,186072.47594281,447779.129682096,46,two,923,4
1E557866,M_10,49.58657310206084,186129.6304583329,447597.1583922944,186141.2037128294,447548.94129976106,22,one,NA,4
55665534,M_10,34.56561889146931,186129.6304583329,447597.1583922944,186152.67076882249,447571.39162878215,22,one,NA,4
344C194C,M_10,16.66303659892793,186129.6304583329,447597.1583922944,186146.2676211633,447596.230167294,26,one,NA,4
33344C34,M_10,76.23149071416537,186129.6304583329,447597.1583922944,186063.7731684501,447558.7649352242,36,two,612,4
34191E2A,M_10,85.32061859509163,186129.6304583329,447597.1583922944,186044.62246429652,447589.8612074014,43,two,694,4
344C194C,M_11,36.17635157658769,186128.8096501807,447572.1755822578,186161.1172730574,447555.8984228788,26,one,NA,4
1E557866,M_11,18.67556896484544,186128.8096501807,447572.1755822578,186145.23610076215,447563.2902799301,21,one,NA,4
55665534,M_11,18.180126014469412,186128.8096501807,447572.1755822578,186127.14178871663,447554.0721234712,24,one,NA,4
33344C34,M_11,27.95899174350857,186128.8096501807,447572.1755822578,186148.17370875244,447552.00782445126,37,two,619,4
34191E2A,M_11,75.55825894650974,186128.8096501807,447572.1755822578,186054.4094956488,447558.9972856812,41,two,791,4
1E557866,M_12,46.50663257805633,186127.98884477184,447547.1927720171,186159.4636368937,447512.9553022707,21,one,NA,5
344C194C,M_12,33.193610331404486,186127.98884477184,447547.1927720171,186126.9054136043,447514.01684785914,25,one,NA,5
55665534,M_12,86.98043842846016,186127.98884477184,447547.1927720171,186202.8002758624,447502.8210868183,21,one,NA,5
33344C34,M_12,31.592576236813677,186127.98884477184,447547.1927720171,186098.50807870197,447558.5495015293,37,two,509,5
34191E2A,M_12,74.65341608746293,186127.98884477184,447547.1927720171,186054.30215175496,447559.1679048248,41,two,873,5
344C194C,M_13,1.007312145272038,186127.16804210603,447522.209961569,186126.37302352797,447522.8285270211,26,one,NA,5
55665534,M_13,7.372397385306051,186127.16804210603,447522.209961569,186126.5984610334,447529.56032350624,22,one,NA,5
1E557866,M_13,69.79341838257633,186127.16804210603,447522.209961569,186191.4757942898,447495.08738317766,21,one,NA,5
33344C34,M_13,30.81002142975216,186127.16804210603,447522.209961569,186156.30865712068,447512.2058635552,34,two,575,5
34191E2A,M_13,6.579181246985022,186127.16804210603,447522.209961569,186132.00608325825,447526.66854696017,40,two,745,5
55665534,M_14,44.652100523956584,186120.2435273744,448072.65260680486,186079.63716912305,448091.22499897075,21,one,NA,1
1E557866,M_14,34.39948169622813,186120.2435273744,448072.65260680486,186086.1984199957,448067.7276697962,17,one,NA,1
344C194C,M_14,37.3598805085511,186120.2435273744,448072.65260680486,186086.5229770949,448056.56891442847,24,one,NA,1
33344C34,M_14,37.93007391004721,186120.2435273744,448072.65260680486,186134.2177389433,448037.3905603831,31,two,455,1
34191E2A,M_14,94.49190991140468,186120.2435273744,448072.65260680486,186059.868445454,447999.9644336141,39,two,698,1
1E557866,M_15,37.24013697207379,186119.42266690003,448047.66979781224,186085.64304543837,448031.9929047653,24,one,NA,1
344C194C,M_15,30.08916461925213,186119.42266690003,448047.66979781224,186136.9839206821,448072.10256665014,23,one,NA,1
55665534,M_15,33.56440889738911,186119.42266690003,448047.66979781224,186152.98273573045,448047.1300527528,25,one,NA,1
33344C34,M_15,27.984619541080512,186119.42266690003,448047.66979781224,186095.72912912263,448062.5612449699,29,two,395,1
34191E2A,M_15,75.36038453111082,186119.42266690003,448047.66979781224,186069.28409935025,447991.4086957902,39,two,634,1
1E557866,M_16,18.9843498921243,186118.60180916905,448022.6869886201,186127.60690401617,448039.3996726541,23,one,NA,1
344C194C,M_16,33.77320716556074,186118.60180916905,448022.6869886201,186110.78885158972,448055.5440611633,23,one,NA,1
55665534,M_16,52.626837488908045,186118.60180916905,448022.6869886201,186169.1073500479,448037.4780117293,20,one,NA,1
1E557866,M_17,50.11493667828707,186117.78095418127,447997.70417923765,186093.69217326937,448041.65002673713,26,one,NA,2_4
344C194C,M_17,97.35815412947936,186117.78095418127,447997.70417923765,186087.66600596707,448090.2876554608,27,one,NA,2_4
55665534,M_17,63.063238192654005,186117.78095418127,447997.70417923765,186094.5493554788,448056.3323706908,23,one,NA,2_4
33344C34,M_17,45.76010653225283,186117.78095418127,447997.70417923765,186074.8849758936,448013.63912186655,35,two,340,2_4
34191E2A,M_17,52.64077042062963,186117.78095418127,447997.70417923765,186068.34436527776,447979.6189812,43,two,820,2_4
1E557866,M_18,67.79740492568617,186116.96010193703,447972.7213696514,186112.30284101164,448040.35862296144,26,one,NA,4
344C194C,M_18,12.31615466125426,186116.96010193703,447972.7213696514,186108.6958721394,447981.8531915666,28,one,NA,4
55665534,M_18,40.6947398716611,186116.96010193703,447972.7213696514,186110.06178492005,448012.8271681792,28,one,NA,4
33344C34,M_18,49.33532175812343,186116.96010193703,447972.7213696514,186067.99951352132,447978.79053392354,39,two,447,4
34191E2A,M_18,84.83073949982273,186116.96010193703,447972.7213696514,186054.4840183416,447915.3367607161,44,two,906,4
1E557866,M_19,102.7771561512597,186116.13925243565,447947.7385598646,186094.66205994505,448048.2466392874,27,one,NA,4_5
344C194C,M_19,18.780019571739448,186116.13925243565,447947.7385598646,186107.6262027638,447930.99887287826,29,one,NA,4_5
55665534,M_19,63.12325742569018,186116.13925243565,447947.7385598646,186093.50502489385,448006.6642535102,26,one,NA,4_5
33344C34,M_19,88.23155358033155,186116.13925243565,447947.7385598646,186078.51990942028,448027.5482840734,35,two,578,4_5
34191E2A,M_19,120.73126116443632,186116.13925243565,447947.7385598646,186023.4719659908,447870.3511484509,42,two,904,4_5
1E557866,M_2,18.633282471849117,186136.1970223116,447797.0208653904,186117.56728317268,447796.65749878227,27,one,NA,3
344C194C,M_2,41.47906454451719,186136.1970223116,447797.0208653904,186160.1950568008,447763.18882235215,27,one,NA,3
55665534,M_2,47.42783745944604,186136.1970223116,447797.0208653904,186168.61410775545,447762.4010396051,25,one,NA,3
33344C34,M_2,60.82918769326582,186136.1970223116,447797.0208653904,186082.6036338951,447768.2469398073,41,two,813,3
34191E2A,M_2,66.83230200861182,186136.1970223116,447797.0208653904,186075.55659576543,447768.9264663032,46,two,929,3
1E557866,M_20,35.280628529666366,186115.31840567713,447922.7557498872,186091.2547273164,447948.5561788216,26,one,NA,4
344C194C,M_20,18.61064344589318,186115.31840567713,447922.7557498872,186099.50542425376,447932.56929501495,29,one,NA,4
55665534,M_20,11.759252165309814,186115.31840567713,447922.7557498872,186107.1895549796,447931.252913992,28,one,NA,4
33344C34,M_20,87.9308076880305,186115.31840567713,447922.7557498872,186030.16481040776,447944.6804426643,38,two,721,4
34191E2A,M_20,102.8395260423139,186115.31840567713,447922.7557498872,186034.25595051597,447859.4718934951,43,two,883,4
1E557866,M_21,58.84415825633079,186114.497561662,447897.77293970814,186124.45167354285,447955.7690655922,28,one,NA,3
344C194C,M_21,34.426750316358884,186114.497561662,447897.77293970814,186123.6699495396,447930.95529101073,29,one,NA,3
55665534,M_21,33.70291995615178,186114.497561662,447897.77293970814,186115.39803391937,447931.46382813936,28,one,NA,3
33344C34,M_21,50.922709524278744,186114.497561662,447897.77293970814,186068.92263449915,447875.0562418981,42,two,725,3
34191E2A,M_21,89.23050726781787,186114.497561662,447897.77293970814,186034.89506852615,447857.4551208953,44,two,1038,3
1E557866,M_22,18.203579455520902,186113.67672039053,447872.790129324,186097.58479637952,447881.30014028854,28,one,NA,3
344C194C,M_22,10.124784069438745,186113.67672039053,447872.790129324,186123.79604388284,447872.4576469775,28,one,NA,3
55665534,M_22,9.057139952909726,186113.67672039053,447872.790129324,186122.54973291315,447870.9731447615,27,one,NA,3
33344C34,M_22,88.01840089715172,186113.67672039053,447872.790129324,186048.87931950545,447813.22054199094,44,two,711,3
34191E2A,M_22,91.4103090088964,186113.67672039053,447872.790129324,186041.2117638836,447817.0705217198,44,two,933,3
1E557866,M_23,25.775196434528336,186112.85588186217,447847.8073187358,186087.0809620396,447847.92673138645,27,one,NA,3
344C194C,M_23,43.09488427397643,186112.85588186217,447847.8073187358,186103.53068769252,447805.7334574406,28,one,NA,3
55665534,M_23,40.05466353367533,186112.85588186217,447847.8073187358,186152.9102177295,447847.6453032516,28,one,NA,3
33344C34,M_23,78.78193427767009,186112.85588186217,447847.8073187358,186067.60914029344,447783.31448544445,42,two,761,3
34191E2A,M_23,77.17795895221137,186112.85588186217,447847.8073187358,186064.54772909897,447787.6179531914,46,two,953,3
1E557866,M_24,48.09748750013179,186112.03504607687,447822.8245079619,186085.70284829388,447782.5754873062,27,one,NA,2
344C194C,M_24,51.25626785316467,186112.03504607687,447822.8245079619,186162.27960891495,447812.690954812,27,one,NA,2
55665534,M_24,49.10537079666666,186112.03504607687,447822.8245079619,186085.6642548861,447781.4008575548,27,one,NA,2
33344C34,M_24,67.73467141686386,186112.03504607687,447822.8245079619,186048.78002546204,447798.6007989361,44,two,681,2
34191E2A,M_24,66.82816303499467,186112.03504607687,447822.8245079619,186049.94321858045,447798.114017623,45,two,854,2
1E557866,M_3,25.012048749174166,186135.37619221263,447772.0380569611,186160.32985051707,447770.3299820633,27,one,NA,4
344C194C,M_3,41.46684449672616,186135.37619221263,447772.0380569611,186176.8405171202,447771.5809437642,27,one,NA,4
55665534,M_3,16.891727967378724,186135.37619221263,447772.0380569611,186152.252845822,447771.3245889004,27,one,NA,4
33344C34,M_3,45.98912066318275,186135.37619221263,447772.0380569611,186091.34183077415,447758.7725290003,41,two,694,4
34191E2A,M_3,57.97020938214192,186135.37619221263,447772.0380569611,186079.79629507856,447755.5632212904,45,two,880,4
1E557866,M_4,55.83196584703981,186134.55536485705,447747.05524832336,186110.72156635972,447797.54443983536,27,one,NA,2_4
344C194C,M_4,12.138996820348114,186134.55536485705,447747.05524832336,186143.5750687425,447755.1792981523,27,one,NA,2_4
55665534,M_4,18.44399880124475,186134.55536485705,447747.05524832336,186143.98111151173,447762.90884071693,27,one,NA,2_4
33344C34,M_4,45.57404201222998,186134.55536485705,447747.05524832336,186090.57132573507,447735.1222014429,41,two,733,2_4
34191E2A,M_4,48.50278063169427,186134.55536485705,447747.05524832336,186086.06060291332,447746.1733225725,45,two,794,2_4
1E557866,M_5,18.47351568773345,186133.73454024456,447722.0724394891,186141.89391780633,447705.49850393744,27,one,NA,2
344C194C,M_5,8.031074871513146,186133.73454024456,447722.0724394891,186141.757429255,447721.7099267057,27,one,NA,2
55665534,M_5,50.21657522068579,186133.73454024456,447722.0724394891,186140.57981339915,447672.32460875914,26,one,NA,2
1E557866,M_6,18.283104039497186,186132.91371837576,447697.08963045134,186149.20717396168,447705.38391754485,27,one,NA,1
344C194C,M_6,32.75929416748087,186132.91371837576,447697.08963045134,186165.66506974216,447696.3682858541,27,one,NA,1
55665534,M_6,1.1430146723900825,186132.91371837576,447697.08963045134,186133.1118691736,447698.2153385852,27,one,NA,1
33344C34,M_6,54.274747160044654,186132.91371837576,447697.08963045134,186091.80293433863,447732.52480528,41,two,604,1
34191E2A,M_6,45.24392805433953,186132.91371837576,447697.08963045134,186093.83993177977,447719.8986687221,45,two,859,1
1E557866,M_7,35.77447305485583,186132.0928992502,447672.10682121344,186158.94957827963,447695.740096777,25,one,NA,1
344C194C,M_7,18.83898104544242,186132.0928992502,447672.10682121344,186115.0407115834,447664.0986939288,27,one,NA,1
55665534,M_7,11.091349918095228,186132.0928992502,447672.10682121344,186137.1319048528,447662.22621062794,27,one,NA,1
33344C34,M_7,94.27657854307051,186132.0928992502,447672.10682121344,186086.0330021003,447589.8477236234,41,two,664,1
34191E2A,M_7,53.03351938002941,186132.0928992502,447672.10682121344,186086.84451722793,447699.7679510205,45,two,860,1
344C194C,M_8,36.996558048792686,186131.27208286725,447647.1240117776,186164.20545636737,447630.2676118844,27,one,NA,2
1E557866,M_8,112.06280398932732,186131.27208286725,447647.1240117776,186178.50528546245,447545.50168839074,25,one,NA,2
55665534,M_8,29.97709363843166,186131.27208286725,447647.1240117776,186155.93080126075,447630.0777878498,24,one,NA,2
33344C34,M_8,72.07224073900525,186131.27208286725,447647.1240117776,186084.3709238332,447592.40025855834,42,two,686,2
34191E2A,M_8,69.05781156173957,186131.27208286725,447647.1240117776,186062.2523173054,447644.8320040369,43,two,931,2
344C194C,M_9,15.255324104136497,186130.45126922856,447622.1412021376,186115.24832762367,447623.4043252831,27,one,NA,3
55665534,M_9,13.220809964177011,186130.45126922856,447622.1412021376,186121.3073343514,447631.689933523,26,one,NA,3
1E557866,M_9,24.201744220166212,186130.45126922856,447622.1412021376,186113.12998748213,447605.2386099708,25,one,NA,3
33344C34,M_9,91.85375148653335,186130.45126922856,447622.1412021376,186063.7307850306,447559.0104754624,36,two,689,3
34191E2A,M_9,91.59484613160312,186130.45126922856,447622.1412021376,186048.98368066584,447580.27656489273,44,two,674,3
344C4B4B,N_1,23.897244498756866,186111.21421303452,447797.8416969812,186093.69397691297,447781.5899395108,27,one,NA,3
52344B66,N_1,49.869125516728744,186111.21421303452,447797.8416969812,186161.06034920888,447796.32763347874,27,one,NA,3
6634661E,N_1,25.645140298363973,186111.21421303452,447797.8416969812,186116.1225359388,447772.67065037624,27,one,NA,3
34075261,N_1,55.256912306568466,186111.21421303452,447797.8416969812,186056.6350761202,447789.2135934037,42,two,757,3
524B0778,N_1,58.339210523912925,186111.21421303452,447797.8416969812,186053.50779581585,447789.27239734033,44,two,848,3
664B1E61,N_1,54.40128897654419,186111.21421303452,447797.8416969812,186057.49462737335,447789.256456233,40,two,591,3
52344B66,N_10,95.08984873514096,186103.8268390977,447572.9963891651,186176.9893990324,447512.2566233089,21,one,NA,4
6634661E,N_10,37.63411541018168,186103.8268390977,447572.9963891651,186121.64123833756,447606.14716325,26,one,NA,4
344C4B4B,N_10,60.00577386418198,186103.8268390977,447572.9963891651,186161.37208772288,447555.98941242904,24,one,NA,4
34075261,N_10,54.826879243607046,186103.8268390977,447572.9963891651,186054.46051777937,447549.14365332434,35,two,571,4
524B0778,N_10,44.08537590031808,186103.8268390977,447572.9963891651,186059.7415999374,447573.1061910578,44,two,841,4
664B1E61,N_10,4.197079759697478,186103.8268390977,447572.9963891651,186107.8188846564,447571.700607252,36,two,579,4
344C4B4B,N_11,41.75300930932469,186103.00603348695,447548.01357617456,186136.45244658063,447523.0205523969,26,one,NA,4
52344B66,N_11,25.25268682256626,186103.00603348695,447548.01357617456,186127.49226659673,447541.8392276379,24,one,NA,4
6634661E,N_11,68.33963195702687,186103.00603348695,447548.01357617456,186168.63766709896,447528.96642506367,26,one,NA,4
34075261,N_11,39.80493402742987,186103.00603348695,447548.01357617456,186065.29109685236,447560.7421396276,38,two,636,4
524B0778,N_11,58.01510982055805,186103.00603348695,447548.01357617456,186049.1195503944,447569.50775928085,42,two,828,4
664B1E61,N_11,9.872790444534784,186103.00603348695,447548.01357617456,186101.45661971532,447538.26312448626,36,two,674,4
344C4B4B,N_12,42.44256091367264,186102.1852306199,447523.0307629936,186143.4667022339,447513.17119513825,26,one,NA,5
52344B66,N_12,29.82735907277034,186102.1852306199,447523.0307629936,186119.3738206055,447547.40746751986,26,one,NA,5
6634661E,N_12,55.69232035269147,186102.1852306199,447523.0307629936,186152.9567829495,447545.9192758398,25,one,NA,5
34075261,N_12,9.371631834394256,186102.1852306199,447523.0307629936,186109.48731166145,447528.90503705107,36,two,646,5
524B0778,N_12,60.76619366026045,186102.1852306199,447523.0307629936,186049.9365675118,447554.05667950487,41,two,812,5
664B1E61,N_12,18.333432297695115,186102.1852306199,447523.0307629936,186117.7512113156,447532.7165765782,35,two,594,5
344C4B4B,N_13,82.9413990432811,186096.08158095513,448098.456280301,186101.40084455593,448015.6856266247,26,one,NA,2_3
52344B66,N_13,18.688177804689825,186096.08158095513,448098.456280301,186103.92458134453,448081.4935171254,16,one,NA,2_3
6634661E,N_13,50.00264088225569,186096.08158095513,448098.456280301,186094.31826095696,448048.4847404229,28,one,NA,2_3
34075261,N_13,24.80306495980195,186096.08158095513,448098.456280301,186095.0888511405,448073.673090052,25,two,404,2_3
524B0778,N_13,94.77736388089464,186096.08158095513,448098.456280301,186035.20027336417,448025.8187205249,34,two,637,2_3
664B1E61,N_13,27.66520709881907,186096.08158095513,448098.456280301,186076.18892217276,448079.2301051642,26,two,448,2_3
344C4B4B,N_14,34.285601323792214,186095.2607175407,448073.47346876527,186093.07551162835,448039.25757577305,26,one,NA,3
52344B66,N_14,25.649106121190115,186095.2607175407,448073.47346876527,186085.52202905025,448049.74511881627,22,one,NA,3
6634661E,N_14,35.40106309533773,186095.2607175407,448073.47346876527,186120.8087582798,448048.9676963295,27,one,NA,3
34075261,N_14,22.52932782622958,186095.2607175407,448073.47346876527,186084.4491740438,448053.7078132103,29,two,482,3
524B0778,N_14,66.8180225375304,186095.2607175407,448073.47346876527,186049.0745868185,448025.1879692366,31,two,570,3
664B1E61,N_14,11.01495735341588,186095.2607175407,448073.47346876527,186085.63099800132,448078.8211586488,29,two,454,3
344C4B4B,N_15,7.270747670595544,186094.43985686832,448048.49065704056,186094.1051646001,448041.2276168524,26,one,NA,2_3
52344B66,N_15,23.047411053081113,186094.43985686832,448048.49065704056,186078.65895224593,448065.28786530707,17,one,NA,2_3
6634661E,N_15,23.434269246527435,186094.43985686832,448048.49065704056,186078.1270066363,448065.31492202973,25,one,NA,2_3
34075261,N_15,28.95983943339156,186094.43985686832,448048.49065704056,186080.21579778008,448073.7166048535,30,two,547,2_3
524B0778,N_15,73.39735272026326,186094.43985686832,448048.49065704056,186024.6220177763,448025.84908618376,34,two,569,2_3
664B1E61,N_15,25.007592500448748,186094.43985686832,448048.49065704056,186074.84248396175,448064.0252203698,30,two,488,2_3
344C4B4B,N_16,17.56575048669236,186093.618998939,448023.5078450978,186076.28464098735,448026.3496094381,28,one,NA,2_3
52344B66,N_16,29.58974714065023,186093.618998939,448023.5078450978,186077.9022767457,448048.57850084006,25,one,NA,2_3
6634661E,N_16,52.608254483518785,186093.618998939,448023.5078450978,186078.4108800905,448073.8699495106,26,one,NA,2_3
34075261,N_16,35.967338104440714,186093.618998939,448023.5078450978,186073.80285719084,448053.5240063536,30,two,576,2_3
524B0778,N_16,70.6060420561264,186093.618998939,448023.5078450978,186046.88251923613,447970.5841770483,36,two,740,2_3
664B1E61,N_16,55.02352689672068,186093.618998939,448023.5078450978,186090.0659250871,448078.4165345591,35,two,575,2_3
344C4B4B,N_17,30.459982946283365,186092.79814375343,447998.52503296634,186077.55671095577,448024.89754303574,28,one,NA,3
52344B66,N_17,33.38767841396703,186092.79814375343,447998.52503296634,186093.6413470244,448031.90206216485,22,one,NA,3
6634661E,N_17,16.340862028696648,186092.79814375343,447998.52503296634,186076.45746820467,447998.44696600863,27,one,NA,3
34075261,N_17,42.6216921759494,186092.79814375343,447998.52503296634,186078.9140883423,448038.8219515741,33,two,538,3
524B0778,N_17,31.650877957800255,186092.79814375343,447998.52503296634,186062.48764486777,447989.4117606232,41,two,829,3
664B1E61,N_17,15.051893150985558,186092.79814375343,447998.52503296634,186078.1655923124,447994.9968711569,34,two,562,3
344C4B4B,N_18,44.658418109478134,186091.97729131073,447973.5422206388,186106.8690401924,447931.43984394474,29,one,NA,4_5
52344B66,N_18,61.294350394958904,186091.97729131073,447973.5422206388,186077.2668980972,448033.0451762111,26,one,NA,4_5
6634661E,N_18,17.311551792728974,186091.97729131073,447973.5422206388,186083.36529739955,447958.52478456113,29,one,NA,4_5
34075261,N_18,39.24111142544769,186091.97729131073,447973.5422206388,186052.73714526583,447973.81747376104,34,two,545,4_5
524B0778,N_18,50.2910646882221,186091.97729131073,447973.5422206388,186041.8088260996,447970.03276400943,41,two,819,4_5
664B1E61,N_18,39.62463700671899,186091.97729131073,447973.5422206388,186052.35322211825,447973.75434923614,34,two,661,4_5
344C4B4B,N_19,53.40501796611242,186091.1564416102,447948.5594081166,186072.583592813,447898.48800678295,29,one,NA,5
52344B66,N_19,24.724317084409293,186091.1564416102,447948.5594081166,186090.07123541157,447923.8589185912,27,one,NA,5
6634661E,N_19,1.3147055776777965,186091.1564416102,447948.5594081166,186091.151020232,447949.87410251633,29,one,NA,5
34075261,N_19,90.7892334180968,186091.1564416102,447948.5594081166,186001.26837775935,447935.7992795202,36,two,677,5
524B0778,N_19,100.05958682380518,186091.1564416102,447948.5594081166,186018.63595518508,447879.61957954115,42,two,804,5
664B1E61,N_19,65.2085582547993,186091.1564416102,447948.5594081166,186026.06740629027,447944.61307427473,37,two,669,5
2A786119,N_2,49.75339401184315,186110.39338273575,447772.858885808,186129.2800367846,447726.8296069245,44,one,NA,4
4C524C66,N_2,63.84962144022919,186110.39338273575,447772.858885808,186129.16882560053,447711.8321957184,44,one,NA,4
78073433,N_2,52.0374792170934,186110.39338273575,447772.858885808,186130.9449026122,447725.0516240788,41,one,NA,4
34075261,N_2,69.05791857652206,186110.39338273575,447772.858885808,186049.29826367224,447740.6659899343,40,two,768,4
524B0778,N_2,49.89480883410815,186110.39338273575,447772.858885808,186060.51158536537,447773.9982890242,45,two,804,4
664B1E61,N_2,41.87927893220347,186110.39338273575,447772.858885808,186069.31787986815,447764.6932830712,42,two,583,4
344C4B4B,N_20,7.026844996659344,186090.3355946536,447923.5765953888,186097.33887478925,447923.00160152046,29,one,NA,4
52344B66,N_20,8.17383331616606,186090.3355946536,447923.5765953888,186098.50390355577,447923.2761278215,28,one,NA,4
6634661E,N_20,3.891128440655317,186090.3355946536,447923.5765953888,186094.15464156133,447924.322089358,29,one,NA,4
34075261,N_20,79.04779177119731,186090.3355946536,447923.5765953888,186014.63200131137,447900.8275440025,36,two,695,4
524B0778,N_20,90.32150393193592,186090.3355946536,447923.5765953888,186038.1398639565,447849.86377581494,43,two,856,4
664B1E61,N_20,59.06506266847418,186090.3355946536,447923.5765953888,186034.33733300644,447904.7915928461,38,two,701,4
344C4B4B,N_21,18.50811519599767,186089.51475043964,447898.5937824631,186073.01521386503,447906.9792234731,29,one,NA,4_5
52344B66,N_21,6.536682038059779,186089.51475043964,447898.5937824631,186087.95403900032,447904.9414113015,28,one,NA,4_5
6634661E,N_21,10.660745107740023,186089.51475043964,447898.5937824631,186097.3183442885,447905.8570743679,29,one,NA,4_5
34075261,N_21,79.25799459145763,186089.51475043964,447898.5937824631,186042.17634899903,447835.02566580306,38,two,638,4_5
524B0778,N_21,94.41431344140616,186089.51475043964,447898.5937824631,186038.61064583415,447819.0775280435,43,two,821,4_5
664B1E61,N_21,80.60846827683248,186089.51475043964,447898.5937824631,186047.50555894815,447829.7973218843,37,two,704,4_5
