cp,tag,x_cal,y_cal,x_est,y_est,error
E_17,78521E33,186317.64333883353,447991.13735649944,186277.5625,447952.625,55.58484725839796
E_18,524B0778,186316.82248817536,447966.1545688583,186292.5625,447998.84375,40.70785661247017
E_18,664B1E61,186316.82248817536,447966.1545688583,186302.34375,447980.65625,20.49225744239086
E_18,78521E33,186316.82248817536,447966.1545688583,186296.6875,447979.03125,23.90034865950711
E_19,524B0778,186316.00164026293,447941.1717810293,186268.203125,447942.65625,47.82156113580051
E_19,664B1E61,186316.00164026293,447941.1717810293,186342.546875,447984.25,50.60022170833103
E_19,78521E33,186316.00164026293,447941.1717810293,186378.484375,447899.71875,74.98297087833504
E_2,524B0778,186335.23856924975,447765.4714333829,186291.40625,447795.78125,53.29124875788483
E_2,664B1E61,186335.23856924975,447765.4714333829,186347.671875,447763.96875,12.523783343241501
E_2,78521E33,186335.23856924975,447765.4714333829,186292.640625,447798.9375,54.17160205426442
E_20,524B0778,186315.18079509455,447916.18899299274,186262.140625,447930.1875,54.85633821256377
E_20,664B1E61,186315.18079509455,447916.18899299274,186403.46875,447916.1875,88.28795491807233
E_20,78521E33,186315.18079509455,447916.18899299274,186294.90625,447892.625,31.08567104878045
E_21,524B0778,186314.35995267096,447891.20620477287,186311.421875,447871.28125,20.140410201916122
E_21,664B1E61,186314.35995267096,447891.20620477287,186346.640625,447940.125,58.60964368164123
E_21,78521E33,186314.35995267096,447891.20620477287,186387.328125,447938.75,87.09056572120818
E_22,524B0778,186313.53911299256,447866.2234163368,186245.21875,447860.46875,68.56229418625517
E_22,664B1E61,186313.53911299256,447866.2234163368,186312.921875,447884.53125,18.31823561859632
E_22,78521E33,186313.53911299256,447866.2234163368,186273.125,447863.6875,40.493597032646555
E_23,524B0778,186312.71827605885,447841.2406277053,186333.578125,447825.625,26.057266289425872
E_23,664B1E61,186312.71827605885,447841.2406277053,186351.4375,447794.9375,60.35857799764582
E_23,78521E33,186312.71827605885,447841.2406277053,186324.953125,447798.59375,44.36719178202669
E_24,524B0778,186311.89744186928,447816.2578388777,186288.09375,447840.6875,34.109003051384406
E_24,664B1E61,186311.89744186928,447816.2578388777,186337.046875,447817.25,25.168996215366576
E_24,78521E33,186311.89744186928,447816.2578388777,186362.171875,447842.4375,56.68238953233078
E_3,524B0778,186334.41774349537,447740.4886466979,186352.296875,447801.875,63.93706057593486
E_3,664B1E61,186334.41774349537,447740.4886466979,186362.28125,447791.1875,57.8510909221412
E_3,78521E33,186334.41774349537,447740.4886466979,186335.328125,447796,55.51881789011073
E_4,524B0778,186333.59692048526,447715.5058598192,186405.640625,447704.71875,72.84680568465863
E_4,664B1E61,186333.59692048526,447715.5058598192,186393.734375,447652.46875,87.12170022369992
E_4,78521E33,186333.59692048526,447715.5058598192,186321.453125,447718.53125,12.514981203900534
E_5,524B0778,186332.77610021963,447690.5230727358,186324.28125,447706.21875,17.847037990532712
E_5,664B1E61,186332.77610021963,447690.5230727358,186347.203125,447658.40625,35.20837040615433
